sku_id,year_month,units,revenue
SKU_00166,2025-07,1856,82413
SKU_00080,2025-05,1856,82413
SKU_00230,2025-02,1856,82413
SKU_00204,2024-12,1856,82413
SKU_00048,2024-09,1856,82413
SKU_00231,2025-08,1856,82413
SKU_00166,2025-08,1856,82413
SKU_00080,2025-06,1856,82413
SKU_00230,2025-03,1856,82413
SKU_00058,2025-10,1856,82413
SKU_00231,2025-09,1856,82413
SKU_00166,2025-09,1856,82413
SKU_00080,2025-07,1856,82413
SKU_00230,2025-04,1856,82413
SKU_00047,2024-06,1856,82413
SKU_00058,2025-11,1856,82413
SKU_00080,2025-08,1856,82413
SKU_00230,2025-05,1856,82413
SKU_00203,2024-10,1856,82413
SKU_00047,2024-07,1856,82413
SKU_00080,2025-09,1856,82413
SKU_00230,2025-06,1856,82413
SKU_00203,2024-11,1856,82413
SKU_00047,2024-08,1856,82413
SKU_00230,2025-07,1856,82413
SKU_00203,2024-12,1856,82413
SKU_00047,2024-09,1856,82413
SKU_00230,2025-08,1856,82413
SKU_00057,2025-10,1856,82413
SKU_00230,2025-09,1856,82413
SKU_00046,2024-06,1856,82413
SKU_00111,2024-06,1856,82413
SKU_00057,2025-11,1856,82413
SKU_00299,2024-10,1856,82413
SKU_00202,2024-10,1856,82413
SKU_00046,2024-07,1856,82413
SKU_00111,2024-07,1856,82413
SKU_00299,2024-11,1856,82413
SKU_00202,2024-11,1856,82413
SKU_00046,2024-08,1856,82413
SKU_00111,2024-08,1856,82413
SKU_00299,2024-12,1856,82413
SKU_00202,2024-12,1856,82413
SKU_00046,2024-09,1856,82413
SKU_00111,2024-09,1856,82413
SKU_00056,2025-10,1856,82413
SKU_00110,2024-06,1856,82413
SKU_00056,2025-11,1856,82413
SKU_00298,2024-10,1856,82413
SKU_00201,2024-10,1856,82413
SKU_00110,2024-07,1856,82413
SKU_00049,2025-01,1856,82413
SKU_00298,2024-11,1856,82413
SKU_00201,2024-11,1856,82413
SKU_00110,2024-08,1856,82413
SKU_00206,2025-10,1856,82413
SKU_00049,2025-02,1856,82413
SKU_00298,2024-12,1856,82413
SKU_00201,2024-12,1856,82413
SKU_00110,2024-09,1856,82413
SKU_00206,2025-11,1856,82413
SKU_00049,2025-03,1856,82413
SKU_00120,2025-10,1856,82413
SKU_00055,2025-10,1856,82413
SKU_00049,2025-04,1856,82413
SKU_00120,2025-11,1856,82413
SKU_00055,2025-11,1856,82413
SKU_00049,2025-05,1856,82413
SKU_00297,2024-10,1856,82413
SKU_00200,2024-10,1856,82413
SKU_00049,2025-06,1856,82413
SKU_00048,2025-01,1856,82413
SKU_00297,2024-11,1856,82413
SKU_00200,2024-11,1856,82413
SKU_00205,2025-10,1856,82413
SKU_00049,2025-07,1856,82413
SKU_00048,2025-02,1856,82413
SKU_00297,2024-12,1856,82413
SKU_00200,2024-12,1856,82413
SKU_00098,2024-10,1856,82413
SKU_00001,2024-10,1856,82413
SKU_00205,2025-11,1856,82413
SKU_00049,2025-08,1856,82413
SKU_00048,2025-03,1856,82413
SKU_00098,2024-11,1856,82413
SKU_00001,2024-11,1856,82413
SKU_00049,2025-09,1856,82413
SKU_00048,2025-04,1856,82413
SKU_00098,2024-12,1856,82413
SKU_00001,2024-12,1856,82413
SKU_00048,2025-05,1856,82413
SKU_00048,2025-06,1856,82413
SKU_00112,2025-01,1856,82413
SKU_00047,2025-01,1856,82413
SKU_00204,2025-10,1856,82413
SKU_00048,2025-07,1856,82413
SKU_00112,2025-02,1856,82413
SKU_00047,2025-02,1856,82413
SKU_00097,2024-10,1856,82413
SKU_00204,2025-11,1856,82413
SKU_00048,2025-08,1856,82413
SKU_00112,2025-03,1856,82413
SKU_00047,2025-03,1856,82413
SKU_00097,2024-11,1856,82413
SKU_00048,2025-09,1856,82413
SKU_00112,2025-04,1856,82413
SKU_00047,2025-04,1856,82413
SKU_00097,2024-12,1856,82413
SKU_00112,2025-05,1856,82413
SKU_00047,2025-05,1856,82413
SKU_00112,2025-06,1856,82413
SKU_00047,2025-06,1856,82413
SKU_00111,2025-01,1856,82413
SKU_00203,2025-10,1856,82413
SKU_00112,2025-07,1856,82413
SKU_00047,2025-07,1856,82413
SKU_00111,2025-02,1856,82413
SKU_00289,2024-06,1856,82413
SKU_00096,2024-10,1856,82413
SKU_00203,2025-11,1856,82413
SKU_00112,2025-08,1856,82413
SKU_00047,2025-08,1856,82413
SKU_00111,2025-03,1856,82413
SKU_00096,2024-11,1856,82413
SKU_00289,2024-07,1856,82413
SKU_00112,2025-09,1856,82413
SKU_00047,2025-09,1856,82413
SKU_00111,2025-04,1856,82413
SKU_00096,2024-12,1856,82413
SKU_00289,2024-08,1856,82413
SKU_00111,2025-05,1856,82413
SKU_00289,2024-09,1856,82413
SKU_00111,2025-06,1856,82413
SKU_00110,2025-01,1856,82413
SKU_00299,2025-10,1856,82413
SKU_00202,2025-10,1856,82413
SKU_00111,2025-07,1856,82413
SKU_00110,2025-02,1856,82413
SKU_00095,2024-10,1856,82413
SKU_00299,2025-11,1856,82413
SKU_00202,2025-11,1856,82413
SKU_00111,2025-08,1856,82413
SKU_00110,2025-03,1856,82413
SKU_00095,2024-11,1856,82413
SKU_00111,2025-09,1856,82413
SKU_00110,2025-04,1856,82413
SKU_00095,2024-12,1856,82413
SKU_00089,2024-06,1856,82413
SKU_00110,2025-05,1856,82413
SKU_00089,2024-07,1856,82413
SKU_00110,2025-06,1856,82413
SKU_00089,2024-08,1856,82413
SKU_00201,2025-10,1856,82413
SKU_00110,2025-07,1856,82413
SKU_00089,2024-09,1856,82413
SKU_00094,2024-10,1856,82413
SKU_00201,2025-11,1856,82413
SKU_00110,2025-08,1856,82413
SKU_00094,2024-11,1856,82413
SKU_00099,2025-10,1856,82413
SKU_00002,2025-10,1856,82413
SKU_00110,2025-09,1856,82413
SKU_00094,2024-12,1856,82413
SKU_00088,2024-06,1856,82413
SKU_00099,2025-11,1856,82413
SKU_00002,2025-11,1856,82413
SKU_00244,2024-10,1856,82413
SKU_00179,2024-10,1856,82413
SKU_00088,2024-07,1856,82413
SKU_00270,2025-01,1856,82413
SKU_00244,2024-11,1856,82413
SKU_00179,2024-11,1856,82413
SKU_00088,2024-08,1856,82413
SKU_00270,2025-02,1856,82413
SKU_00244,2024-12,1856,82413
SKU_00179,2024-12,1856,82413
SKU_00088,2024-09,1856,82413
SKU_00093,2024-10,1856,82413
SKU_00270,2025-03,1856,82413
SKU_00093,2024-11,1856,82413
SKU_00098,2025-10,1856,82413
SKU_00001,2025-10,1856,82413
SKU_00270,2025-04,1856,82413
SKU_00093,2024-12,1856,82413
SKU_00087,2024-06,1856,82413
SKU_00098,2025-11,1856,82413
SKU_00001,2025-11,1856,82413
SKU_00270,2025-05,1856,82413
SKU_00243,2024-10,1856,82413
SKU_00087,2024-07,1856,82413
SKU_00270,2025-06,1856,82413
SKU_00243,2024-11,1856,82413
SKU_00087,2024-08,1856,82413
SKU_00270,2025-07,1856,82413
SKU_00243,2024-12,1856,82413
SKU_00087,2024-09,1856,82413
SKU_00270,2025-08,1856,82413
SKU_00097,2025-10,1856,82413
SKU_00270,2025-09,1856,82413
SKU_00086,2024-06,1856,82413
SKU_00097,2025-11,1856,82413
SKU_00242,2024-10,1856,82413
SKU_00086,2024-07,1856,82413
SKU_00242,2024-11,1856,82413
SKU_00086,2024-08,1856,82413
SKU_00242,2024-12,1856,82413
SKU_00236,2024-06,1856,82413
SKU_00086,2024-09,1856,82413
SKU_00236,2024-07,1856,82413
SKU_00096,2025-10,1856,82413
SKU_00150,2024-06,1856,82413
SKU_00236,2024-08,1856,82413
SKU_00085,2024-06,1856,82413
SKU_00096,2025-11,1856,82413
SKU_00241,2024-10,1856,82413
SKU_00150,2024-07,1856,82413
SKU_00236,2024-09,1856,82413
SKU_00085,2024-07,1856,82413
SKU_00089,2025-01,1856,82413
SKU_00241,2024-11,1856,82413
SKU_00150,2024-08,1856,82413
SKU_00085,2024-08,1856,82413
SKU_00089,2025-02,1856,82413
SKU_00241,2024-12,1856,82413
SKU_00150,2024-09,1856,82413
SKU_00235,2024-06,1856,82413
SKU_00085,2024-09,1856,82413
SKU_00089,2025-03,1856,82413
SKU_00235,2024-07,1856,82413
SKU_00095,2025-10,1856,82413
SKU_00089,2025-04,1856,82413
SKU_00235,2024-08,1856,82413
SKU_00095,2025-11,1856,82413
SKU_00089,2025-05,1856,82413
SKU_00240,2024-10,1856,82413
SKU_00235,2024-09,1856,82413
SKU_00089,2025-06,1856,82413
SKU_00088,2025-01,1856,82413
SKU_00240,2024-11,1856,82413
SKU_00245,2025-10,1856,82413
SKU_00089,2025-07,1856,82413
SKU_00088,2025-02,1856,82413
SKU_00240,2024-12,1856,82413
SKU_00234,2024-06,1856,82413
SKU_00245,2025-11,1856,82413
SKU_00089,2025-08,1856,82413
SKU_00088,2025-03,1856,82413
SKU_00234,2024-07,1856,82413
SKU_00094,2025-10,1856,82413
SKU_00089,2025-09,1856,82413
SKU_00088,2025-04,1856,82413
SKU_00234,2024-08,1856,82413
SKU_00094,2025-11,1856,82413
SKU_00088,2025-05,1856,82413
SKU_00234,2024-09,1856,82413
SKU_00088,2025-06,1856,82413
SKU_00087,2025-01,1856,82413
SKU_00244,2025-10,1856,82413
SKU_00088,2025-07,1856,82413
SKU_00087,2025-02,1856,82413
SKU_00233,2024-06,1856,82413
SKU_00244,2025-11,1856,82413
SKU_00088,2025-08,1856,82413
SKU_00087,2025-03,1856,82413
SKU_00233,2024-07,1856,82413
SKU_00088,2025-09,1856,82413
SKU_00087,2025-04,1856,82413
SKU_00237,2025-01,1856,82413
SKU_00233,2024-08,1856,82413
SKU_00087,2025-05,1856,82413
SKU_00237,2025-02,1856,82413
SKU_00233,2024-09,1856,82413
SKU_00125,2024-10,1856,82413
SKU_00087,2025-06,1856,82413
SKU_00237,2025-03,1856,82413
SKU_00151,2025-01,1856,82413
SKU_00086,2025-01,1856,82413
SKU_00125,2024-11,1856,82413
SKU_00243,2025-10,1856,82413
SKU_00087,2025-07,1856,82413
SKU_00237,2025-04,1856,82413
SKU_00151,2025-02,1856,82413
SKU_00086,2025-02,1856,82413
SKU_00125,2024-12,1856,82413
SKU_00232,2024-06,1856,82413
SKU_00243,2025-11,1856,82413
SKU_00087,2025-08,1856,82413
SKU_00237,2025-05,1856,82413
SKU_00151,2025-03,1856,82413
SKU_00086,2025-03,1856,82413
SKU_00232,2024-07,1856,82413
SKU_00087,2025-09,1856,82413
SKU_00237,2025-06,1856,82413
SKU_00151,2025-04,1856,82413
SKU_00086,2025-04,1856,82413
SKU_00236,2025-01,1856,82413
SKU_00232,2024-08,1856,82413
SKU_00237,2025-07,1856,82413
SKU_00151,2025-05,1856,82413
SKU_00086,2025-05,1856,82413
SKU_00236,2025-02,1856,82413
SKU_00232,2024-09,1856,82413
SKU_00124,2024-10,1856,82413
SKU_00237,2025-08,1856,82413
SKU_00151,2025-06,1856,82413
SKU_00086,2025-06,1856,82413
SKU_00236,2025-03,1856,82413
SKU_00150,2025-01,1856,82413
SKU_00124,2024-11,1856,82413
SKU_00242,2025-10,1856,82413
SKU_00237,2025-09,1856,82413
SKU_00151,2025-07,1856,82413
SKU_00086,2025-07,1856,82413
SKU_00236,2025-04,1856,82413
SKU_00150,2025-02,1856,82413
SKU_00124,2024-12,1856,82413
SKU_00231,2024-06,1856,82413
SKU_00242,2025-11,1856,82413
SKU_00151,2025-08,1856,82413
SKU_00086,2025-08,1856,82413
SKU_00236,2025-05,1856,82413
SKU_00150,2025-03,1856,82413
SKU_00209,2024-10,1856,82413
SKU_00231,2024-07,1856,82413
SKU_00151,2025-09,1856,82413
SKU_00086,2025-09,1856,82413
SKU_00236,2025-06,1856,82413
SKU_00150,2025-04,1856,82413
SKU_00235,2025-01,1856,82413
SKU_00209,2024-11,1856,82413
SKU_00231,2024-08,1856,82413
SKU_00236,2025-07,1856,82413
SKU_00150,2025-05,1856,82413
SKU_00235,2025-02,1856,82413
SKU_00209,2024-12,1856,82413
SKU_00231,2024-09,1856,82413
SKU_00123,2024-10,1856,82413
SKU_00236,2025-08,1856,82413
SKU_00150,2025-06,1856,82413
SKU_00235,2025-03,1856,82413
SKU_00123,2024-11,1856,82413
SKU_00241,2025-10,1856,82413
SKU_00236,2025-09,1856,82413
SKU_00150,2025-07,1856,82413
SKU_00235,2025-04,1856,82413
SKU_00123,2024-12,1856,82413
SKU_00117,2024-06,1856,82413
SKU_00241,2025-11,1856,82413
SKU_00150,2025-08,1856,82413
SKU_00235,2025-05,1856,82413
SKU_00208,2024-10,1856,82413
SKU_00117,2024-07,1856,82413
SKU_00150,2025-09,1856,82413
SKU_00235,2025-06,1856,82413
SKU_00234,2025-01,1856,82413
SKU_00208,2024-11,1856,82413
SKU_00031,2024-06,1856,82413
SKU_00117,2024-08,1856,82413
SKU_00235,2025-07,1856,82413
SKU_00234,2025-02,1856,82413
SKU_00208,2024-12,1856,82413
SKU_00031,2024-07,1856,82413
SKU_00117,2024-09,1856,82413
SKU_00122,2024-10,1856,82413
SKU_00235,2025-08,1856,82413
SKU_00234,2025-03,1856,82413
SKU_00122,2024-11,1856,82413
SKU_00031,2024-08,1856,82413
SKU_00240,2025-10,1856,82413
SKU_00235,2025-09,1856,82413
SKU_00234,2025-04,1856,82413
SKU_00122,2024-12,1856,82413
SKU_00031,2024-09,1856,82413
SKU_00116,2024-06,1856,82413
SKU_00240,2025-11,1856,82413
SKU_00234,2025-05,1856,82413
SKU_00207,2024-10,1856,82413
SKU_00116,2024-07,1856,82413
SKU_00234,2025-06,1856,82413
SKU_00233,2025-01,1856,82413
SKU_00207,2024-11,1856,82413
SKU_00030,2024-06,1856,82413
SKU_00116,2024-08,1856,82413
SKU_00234,2025-07,1856,82413
SKU_00233,2025-02,1856,82413
SKU_00207,2024-12,1856,82413
SKU_00283,2024-10,1856,82413
SKU_00030,2024-07,1856,82413
SKU_00116,2024-09,1856,82413
SKU_00121,2024-10,1856,82413
SKU_00234,2025-08,1856,82413
SKU_00233,2025-03,1856,82413
SKU_00283,2024-11,1856,82413
SKU_00121,2024-11,1856,82413
SKU_00030,2024-08,1856,82413
SKU_00126,2025-10,1856,82413
SKU_00234,2025-09,1856,82413
SKU_00233,2025-04,1856,82413
SKU_00283,2024-12,1856,82413
SKU_00121,2024-12,1856,82413
SKU_00030,2024-09,1856,82413
SKU_00115,2024-06,1856,82413
SKU_00126,2025-11,1856,82413
SKU_00233,2025-05,1856,82413
SKU_00206,2024-10,1856,82413
SKU_00115,2024-07,1856,82413
SKU_00040,2025-10,1856,82413
SKU_00233,2025-06,1856,82413
SKU_00232,2025-01,1856,82413
SKU_00206,2024-11,1856,82413
SKU_00115,2024-08,1856,82413
SKU_00040,2025-11,1856,82413
SKU_00233,2025-07,1856,82413
SKU_00232,2025-02,1856,82413
SKU_00206,2024-12,1856,82413
SKU_00282,2024-10,1856,82413
SKU_00115,2024-09,1856,82413
SKU_00120,2024-10,1856,82413
SKU_00233,2025-08,1856,82413
SKU_00232,2025-03,1856,82413
SKU_00282,2024-11,1856,82413
SKU_00120,2024-11,1856,82413
SKU_00125,2025-10,1856,82413
SKU_00233,2025-09,1856,82413
SKU_00232,2025-04,1856,82413
SKU_00282,2024-12,1856,82413
SKU_00120,2024-12,1856,82413
SKU_00114,2024-06,1856,82413
SKU_00125,2025-11,1856,82413
SKU_00232,2025-05,1856,82413
SKU_00114,2024-07,1856,82413
SKU_00232,2025-06,1856,82413
SKU_00118,2025-01,1856,82413
SKU_00114,2024-08,1856,82413
SKU_00232,2025-07,1856,82413
SKU_00118,2025-02,1856,82413
SKU_00281,2024-10,1856,82413
SKU_00006,2024-10,1856,82413
SKU_00114,2024-09,1856,82413
SKU_00232,2025-08,1856,82413
SKU_00118,2025-03,1856,82413
SKU_00032,2025-01,1856,82413
SKU_00281,2024-11,1856,82413
SKU_00006,2024-11,1856,82413
SKU_00124,2025-10,1856,82413
SKU_00232,2025-09,1856,82413
SKU_00118,2025-04,1856,82413
SKU_00032,2025-02,1856,82413
SKU_00281,2024-12,1856,82413
SKU_00006,2024-12,1856,82413
SKU_00113,2024-06,1856,82413
SKU_00124,2025-11,1856,82413
SKU_00118,2025-05,1856,82413
SKU_00032,2025-03,1856,82413
SKU_00113,2024-07,1856,82413
SKU_00118,2025-06,1856,82413
SKU_00032,2025-04,1856,82413
SKU_00117,2025-01,1856,82413
SKU_00113,2024-08,1856,82413
SKU_00209,2025-10,1856,82413
SKU_00118,2025-07,1856,82413
SKU_00032,2025-05,1856,82413
SKU_00117,2025-02,1856,82413
SKU_00280,2024-10,1856,82413
SKU_00005,2024-10,1856,82413
SKU_00113,2024-09,1856,82413
SKU_00209,2025-11,1856,82413
SKU_00118,2025-08,1856,82413
SKU_00032,2025-06,1856,82413
SKU_00117,2025-03,1856,82413
SKU_00031,2025-01,1856,82413
SKU_00280,2024-11,1856,82413
SKU_00005,2024-11,1856,82413
SKU_00123,2025-10,1856,82413
SKU_00118,2025-09,1856,82413
SKU_00032,2025-07,1856,82413
SKU_00117,2025-04,1856,82413
SKU_00031,2025-02,1856,82413
SKU_00280,2024-12,1856,82413
SKU_00005,2024-12,1856,82413
SKU_00274,2024-06,1856,82413
SKU_00112,2024-06,1856,82413
SKU_00123,2025-11,1856,82413
SKU_00032,2025-08,1856,82413
SKU_00117,2025-05,1856,82413
SKU_00031,2025-03,1856,82413
SKU_00274,2024-07,1856,82413
SKU_00112,2024-07,1856,82413
SKU_00032,2025-09,1856,82413
SKU_00117,2025-06,1856,82413
SKU_00031,2025-04,1856,82413
SKU_00116,2025-01,1856,82413
SKU_00274,2024-08,1856,82413
SKU_00112,2024-08,1856,82413
SKU_00208,2025-10,1856,82413
SKU_00117,2025-07,1856,82413
SKU_00031,2025-05,1856,82413
SKU_00116,2025-02,1856,82413
SKU_00274,2024-09,1856,82413
SKU_00112,2024-09,1856,82413
SKU_00004,2024-10,1856,82413
SKU_00208,2025-11,1856,82413
SKU_00117,2025-08,1856,82413
SKU_00031,2025-06,1856,82413
SKU_00116,2025-03,1856,82413
SKU_00030,2025-01,1856,82413
SKU_00004,2024-11,1856,82413
SKU_00284,2025-10,1856,82413
SKU_00122,2025-10,1856,82413
SKU_00117,2025-09,1856,82413
SKU_00031,2025-07,1856,82413
SKU_00116,2025-04,1856,82413
SKU_00030,2025-02,1856,82413
SKU_00004,2024-12,1856,82413
SKU_00273,2024-06,1856,82413
SKU_00284,2025-11,1856,82413
SKU_00122,2025-11,1856,82413
SKU_00031,2025-08,1856,82413
SKU_00116,2025-05,1856,82413
SKU_00030,2025-03,1856,82413
SKU_00273,2024-07,1856,82413
SKU_00031,2025-09,1856,82413
SKU_00116,2025-06,1856,82413
SKU_00030,2025-04,1856,82413
SKU_00115,2025-01,1856,82413
SKU_00273,2024-08,1856,82413
SKU_00207,2025-10,1856,82413
SKU_00116,2025-07,1856,82413
SKU_00030,2025-05,1856,82413
SKU_00115,2025-02,1856,82413
SKU_00273,2024-09,1856,82413
SKU_00003,2024-10,1856,82413
SKU_00207,2025-11,1856,82413
SKU_00116,2025-08,1856,82413
SKU_00030,2025-06,1856,82413
SKU_00115,2025-03,1856,82413
SKU_00003,2024-11,1856,82413
SKU_00283,2025-10,1856,82413
SKU_00121,2025-10,1856,82413
SKU_00116,2025-09,1856,82413
SKU_00030,2025-07,1856,82413
SKU_00115,2025-04,1856,82413
SKU_00003,2024-12,1856,82413
SKU_00272,2024-06,1856,82413
SKU_00283,2025-11,1856,82413
SKU_00121,2025-11,1856,82413
SKU_00030,2025-08,1856,82413
SKU_00115,2025-05,1856,82413
SKU_00272,2024-07,1856,82413
SKU_00030,2025-09,1856,82413
SKU_00115,2025-06,1856,82413
SKU_00114,2025-01,1856,82413
SKU_00272,2024-08,1856,82413
SKU_00115,2025-07,1856,82413
SKU_00114,2025-02,1856,82413
SKU_00099,2024-10,1856,82413
SKU_00272,2024-09,1856,82413
SKU_00164,2024-10,1856,82413
SKU_00002,2024-10,1856,82413
SKU_00115,2025-08,1856,82413
SKU_00114,2025-03,1856,82413
SKU_00190,2025-01,1856,82413
SKU_00164,2024-11,1856,82413
SKU_00099,2024-11,1856,82413
SKU_00002,2024-11,1856,82413
SKU_00282,2025-10,1856,82413
SKU_00007,2025-10,1856,82413
SKU_00115,2025-09,1856,82413
SKU_00114,2025-04,1856,82413
SKU_00190,2025-02,1856,82413
SKU_00164,2024-12,1856,82413
SKU_00099,2024-12,1856,82413
SKU_00002,2024-12,1856,82413
SKU_00271,2024-06,1856,82413
SKU_00282,2025-11,1856,82413
SKU_00007,2025-11,1856,82413
SKU_00114,2025-05,1856,82413
SKU_00190,2025-03,1856,82413
SKU_00249,2024-10,1856,82413
SKU_00271,2024-07,1856,82413
SKU_00114,2025-06,1856,82413
SKU_00190,2025-04,1856,82413
SKU_00275,2025-01,1856,82413
SKU_00113,2025-01,1856,82413
SKU_00249,2024-11,1856,82413
SKU_00271,2024-08,1856,82413
SKU_00114,2025-07,1856,82413
SKU_00190,2025-05,1856,82413
SKU_00275,2025-02,1856,82413
SKU_00113,2025-02,1856,82413
SKU_00249,2024-12,1856,82413
SKU_00271,2024-09,1856,82413
SKU_00163,2024-10,1856,82413
SKU_00114,2025-08,1856,82413
SKU_00190,2025-06,1856,82413
SKU_00275,2025-03,1856,82413
SKU_00113,2025-03,1856,82413
SKU_00163,2024-11,1856,82413
SKU_00281,2025-10,1856,82413
SKU_00006,2025-10,1856,82413
SKU_00114,2025-09,1856,82413
SKU_00190,2025-07,1856,82413
SKU_00275,2025-04,1856,82413
SKU_00113,2025-04,1856,82413
SKU_00163,2024-12,1856,82413
SKU_00270,2024-06,1856,82413
SKU_00281,2025-11,1856,82413
SKU_00006,2025-11,1856,82413
SKU_00190,2025-08,1856,82413
SKU_00275,2025-05,1856,82413
SKU_00113,2025-05,1856,82413
SKU_00248,2024-10,1856,82413
SKU_00270,2024-07,1856,82413
SKU_00190,2025-09,1856,82413
SKU_00275,2025-06,1856,82413
SKU_00113,2025-06,1856,82413
SKU_00274,2025-01,1856,82413
SKU_00248,2024-11,1856,82413
SKU_00270,2024-08,1856,82413
SKU_00275,2025-07,1856,82413
SKU_00113,2025-07,1856,82413
SKU_00274,2025-02,1856,82413
SKU_00248,2024-12,1856,82413
SKU_00270,2024-09,1856,82413
SKU_00162,2024-10,1856,82413
SKU_00275,2025-08,1856,82413
SKU_00113,2025-08,1856,82413
SKU_00274,2025-03,1856,82413
SKU_00162,2024-11,1856,82413
SKU_00280,2025-10,1856,82413
SKU_00005,2025-10,1856,82413
SKU_00275,2025-09,1856,82413
SKU_00113,2025-09,1856,82413
SKU_00274,2025-04,1856,82413
SKU_00162,2024-12,1856,82413
SKU_00280,2025-11,1856,82413
SKU_00005,2025-11,1856,82413
SKU_00274,2025-05,1856,82413
SKU_00247,2024-10,1856,82413
SKU_00274,2025-06,1856,82413
SKU_00273,2025-01,1856,82413
SKU_00247,2024-11,1856,82413
SKU_00070,2024-06,1856,82413
SKU_00274,2025-07,1856,82413
SKU_00273,2025-02,1856,82413
SKU_00247,2024-12,1856,82413
SKU_00070,2024-07,1856,82413
SKU_00161,2024-10,1856,82413
SKU_00274,2025-08,1856,82413
SKU_00273,2025-03,1856,82413
SKU_00161,2024-11,1856,82413
SKU_00070,2024-08,1856,82413
SKU_00004,2025-10,1856,82413
SKU_00274,2025-09,1856,82413
SKU_00273,2025-04,1856,82413
SKU_00161,2024-12,1856,82413
SKU_00070,2024-09,1856,82413
SKU_00155,2024-06,1856,82413
SKU_00004,2025-11,1856,82413
SKU_00273,2025-05,1856,82413
SKU_00246,2024-10,1856,82413
SKU_00155,2024-07,1856,82413
SKU_00273,2025-06,1856,82413
SKU_00272,2025-01,1856,82413
SKU_00246,2024-11,1856,82413
SKU_00155,2024-08,1856,82413
SKU_00273,2025-07,1856,82413
SKU_00272,2025-02,1856,82413
SKU_00246,2024-12,1856,82413
SKU_00155,2024-09,1856,82413
SKU_00160,2024-10,1856,82413
SKU_00273,2025-08,1856,82413
SKU_00272,2025-03,1856,82413
SKU_00160,2024-11,1856,82413
SKU_00165,2025-10,1856,82413
SKU_00003,2025-10,1856,82413
SKU_00273,2025-09,1856,82413
SKU_00272,2025-04,1856,82413
SKU_00160,2024-12,1856,82413
SKU_00154,2024-06,1856,82413
SKU_00165,2025-11,1856,82413
SKU_00003,2025-11,1856,82413
SKU_00272,2025-05,1856,82413
SKU_00245,2024-10,1856,82413
SKU_00154,2024-07,1856,82413
SKU_00272,2025-06,1856,82413
SKU_00271,2025-01,1856,82413
SKU_00245,2024-11,1856,82413
SKU_00154,2024-08,1856,82413
SKU_00272,2025-07,1856,82413
SKU_00271,2025-02,1856,82413
SKU_00245,2024-12,1856,82413
SKU_00154,2024-09,1856,82413
SKU_00239,2024-06,1856,82413
SKU_00272,2025-08,1856,82413
SKU_00271,2025-03,1856,82413
SKU_00239,2024-07,1856,82413
SKU_00164,2025-10,1856,82413
SKU_00272,2025-09,1856,82413
SKU_00271,2025-04,1856,82413
SKU_00153,2024-06,1856,82413
SKU_00239,2024-08,1856,82413
SKU_00164,2025-11,1856,82413
SKU_00271,2025-05,1856,82413
SKU_00153,2024-07,1856,82413
SKU_00239,2024-09,1856,82413
SKU_00271,2025-06,1856,82413
SKU_00157,2025-01,1856,82413
SKU_00153,2024-08,1856,82413
