sku_id,warehouse_id,total_qty,reserved_qty,batches,near_expiry_qty,expired_qty,min_days_to_expiry
SKU_00198,WH_003,65,7,6,0,0,
SKU_00189,WH_001,349,2,6,0,0,
SKU_00143,WH_001,335,24,5,0,0,
SKU_00164,WH_001,224,3,5,0,0,
SKU_00122,WH_001,183,3,6,0,0,
SKU_00173,WH_003,206,1,9,0,0,
SKU_00185,WH_001,347,0,11,0,0,
SKU_00156,WH_003,398,4,13,0,0,
SKU_00168,WH_001,249,20,9,0,0,
SKU_00164,WH_002,205,1,8,0,0,
SKU_00168,WH_002,122,16,4,0,0,
SKU_00143,WH_002,603,60,10,0,0,
SKU_00185,WH_002,264,24,15,0,0,
SKU_00122,WH_002,409,10,9,0,0,
SKU_00189,WH_002,377,17,13,0,0,
SKU_00155,WH_001,204,6,9,0,0,
SKU_00151,WH_001,143,3,5,0,0,
SKU_00134,WH_001,131,9,7,0,0,
SKU_00176,WH_001,565,9,10,0,0,
SKU_00164,WH_003,227,8,10,0,0,
SKU_00197,WH_001,110,13,6,0,0,
SKU_00143,WH_003,170,15,9,0,0,
SKU_00130,WH_001,437,5,17,0,0,
SKU_00168,WH_003,401,2,15,0,0,
SKU_00185,WH_003,423,5,5,0,0,
SKU_00189,WH_003,372,1,10,0,0,
SKU_00122,WH_003,294,39,5,0,0,
SKU_00197,WH_002,387,2,2,0,0,
SKU_00155,WH_002,298,21,11,0,0,
SKU_00151,WH_002,505,24,8,0,0,
SKU_00134,WH_002,450,11,7,0,0,
SKU_00176,WH_002,309,55,11,0,0,
SKU_00130,WH_002,162,19,6,0,0,
SKU_00142,WH_001,51,2,3,0,0,
SKU_00197,WH_003,63,6,4,0,0,
SKU_00121,WH_001,966,16,15,0,0,
SKU_00155,WH_003,170,7,4,0,0,
SKU_00146,WH_001,755,42,9,0,0,
SKU_00134,WH_003,261,2,6,0,0,
SKU_00176,WH_003,493,83,11,0,0,
SKU_00130,WH_003,266,5,9,0,0,
SKU_00100,WH_001,737,141,14,0,0,
SKU_00188,WH_001,243,7,9,0,0,
SKU_00167,WH_001,330,21,12,0,0,
SKU_00163,WH_001,215,5,8,0,0,
SKU_00151,WH_003,211,1,10,0,0,
SKU_00188,WH_002,198,7,7,0,0,
SKU_00163,WH_002,359,20,7,0,0,
SKU_00100,WH_002,485,0,7,0,0,
SKU_00142,WH_002,663,49,10,0,0,
SKU_00146,WH_002,538,12,13,0,0,
SKU_00121,WH_002,246,3,6,0,0,
SKU_00167,WH_002,362,34,8,0,0,
SKU_00188,WH_003,90,4,6,0,0,
SKU_00179,WH_001,224,4,6,0,0,
SKU_00142,WH_003,496,20,9,0,0,
SKU_00146,WH_003,152,0,6,0,0,
SKU_00167,WH_003,196,1,13,0,0,
SKU_00100,WH_003,191,3,8,0,0,
SKU_00133,WH_001,94,13,4,0,0,
SKU_00121,WH_003,883,38,16,0,0,
SKU_00137,WH_001,215,8,11,0,0,
SKU_00158,WH_001,285,4,3,0,0,
SKU_00154,WH_001,127,12,8,0,0,
SKU_00163,WH_003,117,0,8,0,0,
SKU_00112,WH_001,133,9,11,0,0,
SKU_00154,WH_002,98,8,7,0,0,
SKU_00112,WH_002,425,2,11,0,0,
SKU_00133,WH_002,155,4,5,0,0,
SKU_00179,WH_002,239,51,13,0,0,
SKU_00158,WH_002,207,14,9,0,0,
SKU_00137,WH_002,406,12,9,0,0,
SKU_00103,WH_001,374,14,7,0,0,
SKU_00120,WH_001,379,0,11,0,0,
SKU_00133,WH_003,244,10,9,0,0,
SKU_00166,WH_001,441,16,8,0,0,
SKU_00124,WH_001,170,11,9,0,0,
SKU_00149,WH_001,406,0,13,0,0,
SKU_00158,WH_003,314,4,6,0,0,
SKU_00145,WH_001,472,55,9,0,0,
SKU_00112,WH_003,510,31,10,0,0,
SKU_00179,WH_003,203,0,4,0,0,
SKU_00137,WH_003,182,0,7,0,0,
SKU_00154,WH_003,703,63,15,0,0,
SKU_00166,WH_002,527,13,11,0,0,
SKU_00124,WH_002,234,3,7,0,0,
SKU_00145,WH_002,703,7,11,0,0,
SKU_00120,WH_002,447,1,8,0,0,
SKU_00103,WH_002,418,3,16,0,0,
SKU_00149,WH_002,433,14,15,0,0,
SKU_00157,WH_001,315,0,4,0,0,
SKU_00115,WH_001,84,6,7,0,0,
SKU_00136,WH_001,105,2,6,0,0,
SKU_00145,WH_003,908,15,14,0,0,
SKU_00111,WH_001,590,29,11,0,0,
SKU_00132,WH_001,576,0,5,0,0,
SKU_00166,WH_003,400,14,12,0,0,
SKU_00120,WH_003,255,13,8,0,0,
SKU_00178,WH_001,363,16,15,0,0,
SKU_00103,WH_003,234,0,7,0,0,
SKU_00149,WH_003,985,10,11,0,0,
SKU_00124,WH_003,845,9,8,0,0,
SKU_00136,WH_002,140,4,9,0,0,
SKU_00157,WH_002,190,29,8,0,0,
SKU_00111,WH_002,212,7,10,0,0,
SKU_00132,WH_002,289,46,13,0,0,
SKU_00115,WH_002,243,28,9,0,0,
SKU_00178,WH_002,219,39,6,0,0,
SKU_00178,WH_003,20,0,4,0,0,
SKU_00123,WH_001,425,12,6,0,0,
SKU_00157,WH_003,79,0,3,0,0,
SKU_00148,WH_001,259,2,7,0,0,
SKU_00169,WH_001,223,9,9,0,0,
SKU_00136,WH_003,683,19,11,0,0,
SKU_00102,WH_001,151,4,8,0,0,
SKU_00111,WH_003,419,33,8,0,0,
SKU_00115,WH_003,327,0,6,0,0,
SKU_00127,WH_001,292,51,9,0,0,
SKU_00144,WH_001,67,8,7,0,0,
SKU_00132,WH_003,323,27,10,0,0,
SKU_00123,WH_002,578,2,10,0,0,
SKU_00148,WH_002,295,7,7,0,0,
SKU_00144,WH_002,296,0,8,0,0,
SKU_00102,WH_002,155,0,8,0,0,
SKU_00127,WH_002,557,24,11,0,0,
SKU_00169,WH_002,235,16,6,0,0,
SKU_00102,WH_003,644,5,15,0,0,
SKU_00118,WH_001,232,0,5,0,0,
SKU_00169,WH_003,1152,39,12,0,0,
SKU_00114,WH_001,220,15,8,0,0,
SKU_00110,WH_001,731,4,9,0,0,
SKU_00148,WH_003,157,28,6,0,0,
SKU_00127,WH_003,642,22,7,0,0,
SKU_00123,WH_003,715,93,14,0,0,
SKU_00144,WH_003,193,23,7,0,0,
SKU_00135,WH_001,216,5,9,0,0,
SKU_00139,WH_001,558,16,12,0,0,
SKU_00110,WH_002,659,34,6,0,0,
SKU_00139,WH_002,80,3,7,0,0,
SKU_00114,WH_002,34,4,6,0,0,
SKU_00135,WH_002,547,50,9,0,0,
SKU_00118,WH_002,544,8,11,0,0,
SKU_00147,WH_001,634,0,6,0,0,
SKU_00114,WH_003,558,109,6,0,0,
SKU_00126,WH_001,204,1,6,0,0,
SKU_00118,WH_003,558,8,16,0,0,
SKU_00135,WH_003,292,3,7,0,0,
SKU_00105,WH_001,551,25,13,0,0,
SKU_00101,WH_001,14,0,3,0,0,
SKU_00110,WH_003,194,12,8,0,0,
SKU_00139,WH_003,475,23,9,0,0,
SKU_00105,WH_002,174,0,8,0,0,
SKU_00147,WH_002,351,1,5,0,0,
SKU_00126,WH_002,343,1,10,0,0,
SKU_00101,WH_002,71,0,3,0,0,
SKU_00126,WH_003,90,3,4,0,0,
SKU_00101,WH_003,167,4,10,0,0,
SKU_00159,WH_001,135,13,7,0,0,
SKU_00105,WH_003,433,13,13,0,0,
SKU_00290,WH_001,394,55,4,0,0,
SKU_00147,WH_003,467,0,13,0,0,
SKU_00117,WH_001,75,1,6,0,0,
SKU_00138,WH_001,385,21,15,0,0,
SKU_00113,WH_001,420,27,11,0,0,
SKU_00113,WH_002,233,1,7,0,0,
SKU_00159,WH_002,372,13,9,0,0,
SKU_00290,WH_002,492,7,12,0,0,
SKU_00117,WH_002,266,1,13,0,0,
SKU_00138,WH_002,270,21,9,0,0,
SKU_00108,WH_001,209,3,6,0,0,
SKU_00104,WH_001,436,16,11,0,0,
SKU_00129,WH_001,188,0,9,0,0,
SKU_00281,WH_001,441,39,12,0,0,
SKU_00113,WH_003,326,24,8,0,0,
SKU_00138,WH_003,315,20,11,0,0,
SKU_00159,WH_003,480,3,6,0,0,
SKU_00125,WH_001,250,13,9,0,0,
SKU_00290,WH_003,298,24,8,0,0,
SKU_00117,WH_003,632,89,15,0,0,
SKU_00104,WH_002,290,7,6,0,0,
SKU_00129,WH_002,248,6,8,0,0,
SKU_00281,WH_002,629,5,13,0,0,
SKU_00108,WH_002,355,29,12,0,0,
SKU_00125,WH_002,431,0,12,0,0,
SKU_00116,WH_001,167,9,7,0,0,
SKU_00125,WH_003,312,0,6,0,0,
SKU_00129,WH_003,70,10,4,0,0,
SKU_00281,WH_003,117,0,5,0,0,
SKU_00108,WH_003,477,63,10,0,0,
SKU_00104,WH_003,405,35,10,0,0,
SKU_00293,WH_001,279,17,12,0,0,
SKU_00116,WH_002,87,1,7,0,0,
SKU_00293,WH_002,202,5,11,0,0,
SKU_00116,WH_003,190,0,4,0,0,
SKU_00293,WH_003,237,0,5,0,0,
SKU_00107,WH_001,249,10,9,0,0,
SKU_00280,WH_001,207,32,8,0,0,
SKU_00128,WH_001,394,9,11,0,0,
SKU_00107,WH_002,1381,3,15,0,0,
SKU_00280,WH_002,200,21,8,0,0,
SKU_00128,WH_002,720,0,9,0,0,
SKU_00128,WH_003,671,21,10,0,0,
SKU_00296,WH_001,177,5,8,0,0,
SKU_00280,WH_003,221,11,9,0,0,
SKU_00119,WH_001,374,14,10,0,0,
SKU_00107,WH_003,460,5,10,0,0,
SKU_00271,WH_001,376,9,8,0,0,
SKU_00292,WH_001,619,0,12,0,0,
SKU_00119,WH_002,105,5,6,0,0,
SKU_00271,WH_002,88,3,7,0,0,
SKU_00292,WH_002,447,8,9,0,0,
SKU_00296,WH_002,399,2,15,0,0,
SKU_00262,WH_001,417,10,12,0,0,
SKU_00283,WH_001,33,0,2,0,0,
SKU_00292,WH_003,452,11,11,0,0,
SKU_00106,WH_001,377,13,13,0,0,
SKU_00119,WH_003,503,3,10,0,0,
SKU_00296,WH_003,177,14,7,0,0,
SKU_00271,WH_003,257,21,11,0,0,
SKU_00283,WH_002,311,50,9,0,0,
SKU_00262,WH_002,230,14,9,0,0,
SKU_00106,WH_002,524,0,19,0,0,
SKU_00291,WH_001,169,18,8,0,0,
SKU_00270,WH_001,500,64,8,0,0,
SKU_00274,WH_001,129,2,11,0,0,
SKU_00262,WH_003,511,9,11,0,0,
SKU_00106,WH_003,710,110,12,0,0,
SKU_00295,WH_001,246,21,9,0,0,
SKU_00283,WH_003,411,47,13,0,0,
SKU_00295,WH_002,243,19,10,0,0,
SKU_00270,WH_002,333,1,12,0,0,
SKU_00274,WH_002,84,0,7,0,0,
SKU_00291,WH_002,298,20,9,0,0,
SKU_00282,WH_001,393,78,7,0,0,
SKU_00261,WH_001,191,40,9,0,0,
SKU_00109,WH_001,270,27,9,0,0,
SKU_00274,WH_003,457,3,11,0,0,
SKU_00286,WH_001,699,9,11,0,0,
SKU_00270,WH_003,538,34,10,0,0,
SKU_00291,WH_003,443,28,8,0,0,
SKU_00240,WH_001,585,24,6,0,0,
SKU_00295,WH_003,249,5,7,0,0,
SKU_00282,WH_002,703,15,16,0,0,
SKU_00109,WH_002,97,4,6,0,0,
SKU_00261,WH_002,514,14,13,0,0,
SKU_00240,WH_002,274,2,9,0,0,
SKU_00286,WH_002,248,0,10,0,0,
SKU_00277,WH_001,353,0,5,0,0,
SKU_00109,WH_003,361,53,9,0,0,
SKU_00252,WH_001,672,3,8,0,0,
SKU_00261,WH_003,157,3,6,0,0,
SKU_00294,WH_001,445,3,8,0,0,
SKU_00282,WH_003,400,60,9,0,0,
SKU_00240,WH_003,205,16,7,0,0,
SKU_00298,WH_001,191,32,13,0,0,
SKU_00286,WH_003,286,14,9,0,0,
SKU_00273,WH_001,338,14,13,0,0,
SKU_00277,WH_002,523,0,4,0,0,
SKU_00252,WH_002,72,7,4,0,0,
SKU_00298,WH_002,242,27,6,0,0,
SKU_00294,WH_002,98,0,7,0,0,
SKU_00273,WH_002,528,24,12,0,0,
SKU_00264,WH_001,126,5,7,0,0,
SKU_00277,WH_003,126,6,7,0,0,
SKU_00252,WH_003,383,13,10,0,0,
SKU_00285,WH_001,406,9,7,0,0,
SKU_00298,WH_003,215,5,8,0,0,
SKU_00294,WH_003,353,6,10,0,0,
SKU_00243,WH_001,456,5,11,0,0,
SKU_00273,WH_003,329,6,10,0,0,
SKU_00289,WH_001,112,3,6,0,0,
SKU_00260,WH_001,326,25,9,0,0,
SKU_00243,WH_002,333,9,10,0,0,
SKU_00260,WH_002,298,10,10,0,0,
SKU_00264,WH_002,528,38,11,11,0,
SKU_00289,WH_002,106,0,7,0,0,
SKU_00285,WH_002,126,10,8,0,0,
SKU_00255,WH_001,525,70,8,0,0,
SKU_00260,WH_003,236,8,9,0,0,
SKU_00230,WH_001,182,49,7,0,0,
SKU_00243,WH_003,106,1,7,0,0,
SKU_00297,WH_001,276,2,11,0,0,
SKU_00264,WH_003,305,0,5,0,0,
SKU_00272,WH_001,723,5,10,0,0,
SKU_00285,WH_003,263,1,11,0,0,
SKU_00289,WH_003,315,5,10,0,0,
SKU_00276,WH_001,155,0,6,0,0,
SKU_00251,WH_001,487,0,13,0,0,
SKU_00272,WH_002,84,0,5,0,0,
SKU_00251,WH_002,280,11,9,0,0,
SKU_00276,WH_002,380,22,8,0,0,
SKU_00230,WH_002,340,5,12,0,0,
SKU_00297,WH_002,290,11,11,0,0,
SKU_00255,WH_002,553,0,10,0,0,
SKU_00242,WH_001,254,12,11,0,0,
SKU_00267,WH_001,213,18,8,0,0,
SKU_00272,WH_003,529,1,8,0,0,
SKU_00255,WH_003,307,16,7,0,0,
SKU_00263,WH_001,297,3,7,0,0,
SKU_00297,WH_003,415,36,7,0,0,
SKU_00221,WH_001,202,33,6,0,0,
SKU_00276,WH_003,390,12,6,0,0,
SKU_00251,WH_003,376,6,10,0,0,
SKU_00230,WH_003,320,21,11,0,0,
SKU_00288,WH_001,301,8,12,0,0,
SKU_00284,WH_001,384,58,7,0,0,
SKU_00221,WH_002,217,7,6,0,0,
SKU_00288,WH_002,373,23,9,0,0,
SKU_00284,WH_002,192,15,6,0,0,
SKU_00263,WH_002,251,1,7,0,0,
SKU_00242,WH_002,770,18,12,0,0,
SKU_00267,WH_002,698,9,14,0,0,
SKU_00284,WH_003,183,13,5,0,0,
SKU_00250,WH_001,480,0,7,0,0,
SKU_00275,WH_001,250,53,5,0,0,
SKU_00263,WH_003,276,22,7,0,0,
SKU_00254,WH_001,398,0,5,0,0,
SKU_00267,WH_003,80,0,3,0,0,
SKU_00221,WH_003,119,8,6,0,0,
SKU_00233,WH_001,529,43,11,0,0,
SKU_00279,WH_001,635,35,11,0,0,
SKU_00288,WH_003,339,1,11,0,0,
SKU_00258,WH_001,212,0,8,0,0,
SKU_00242,WH_003,379,35,12,0,0,
SKU_00275,WH_002,287,5,4,0,0,
SKU_00258,WH_002,633,146,8,0,0,
SKU_00254,WH_002,145,3,6,0,0,
SKU_00250,WH_002,334,6,12,0,0,
SKU_00279,WH_002,566,22,16,0,0,
SKU_00233,WH_002,144,22,5,0,0,
SKU_00250,WH_003,647,64,7,0,0,
SKU_00258,WH_003,917,94,9,0,0,
SKU_00254,WH_003,207,0,5,0,0,
SKU_00275,WH_003,632,39,16,0,0,
SKU_00224,WH_001,600,9,9,0,0,
SKU_00287,WH_001,184,2,7,0,0,
SKU_00241,WH_001,152,8,8,0,0,
SKU_00266,WH_001,264,30,10,0,0,
SKU_00220,WH_001,309,13,10,0,0,
SKU_00233,WH_003,493,3,13,0,0,
SKU_00245,WH_001,215,4,9,0,0,
SKU_00279,WH_003,337,12,11,0,0,
SKU_00245,WH_002,145,3,5,0,0,
SKU_00287,WH_002,552,26,13,0,0,
SKU_00241,WH_002,259,10,11,0,0,
SKU_00220,WH_002,260,4,8,0,0,
SKU_00224,WH_002,713,31,12,0,0,
SKU_00266,WH_002,279,3,10,0,0,
SKU_00245,WH_003,564,45,7,0,0,
SKU_00253,WH_001,170,8,7,0,0,
SKU_00232,WH_001,496,18,11,0,0,
SKU_00299,WH_001,352,4,9,0,0,
SKU_00266,WH_003,497,42,12,0,0,
SKU_00257,WH_001,165,2,9,0,0,
SKU_00241,WH_003,1229,30,10,0,0,
SKU_00224,WH_003,376,0,11,0,0,
SKU_00211,WH_001,455,2,11,0,0,
SKU_00236,WH_001,211,9,8,0,0,
SKU_00220,WH_003,1391,22,15,0,0,
SKU_00287,WH_003,335,4,13,0,0,
SKU_00278,WH_001,428,3,15,0,0,
SKU_00278,WH_002,212,7,9,0,0,
SKU_00211,WH_002,157,17,6,0,0,
SKU_00257,WH_002,918,49,12,0,0,
SKU_00236,WH_002,107,9,5,0,0,
SKU_00299,WH_002,22,1,3,0,0,
SKU_00253,WH_002,500,39,9,0,0,
SKU_00232,WH_002,807,6,14,0,0,
SKU_00202,WH_001,45,7,5,0,0,
SKU_00299,WH_003,656,4,11,0,0,
SKU_00248,WH_001,261,34,10,0,0,
SKU_00211,WH_003,196,7,9,0,0,
SKU_00269,WH_001,282,8,10,0,0,
SKU_00257,WH_003,617,1,15,0,0,
SKU_00223,WH_001,1207,2,7,0,0,
SKU_00236,WH_003,401,18,13,0,0,
SKU_00232,WH_003,477,3,10,0,0,
SKU_00265,WH_001,672,21,11,0,0,
SKU_00244,WH_001,457,8,10,0,0,
SKU_00278,WH_003,1571,1,10,0,0,
SKU_00253,WH_003,448,48,13,0,0,
SKU_00265,WH_002,455,7,8,0,0,
SKU_00244,WH_002,811,6,12,0,0,
SKU_00202,WH_002,241,9,11,0,0,
SKU_00269,WH_002,201,6,10,0,0,
SKU_00223,WH_002,114,0,8,0,0,
SKU_00248,WH_002,267,26,10,0,0,
SKU_00244,WH_003,467,16,11,0,0,
SKU_00265,WH_003,452,1,8,0,0,
SKU_00202,WH_003,296,1,7,23,0,
SKU_00269,WH_003,351,0,7,0,0,
SKU_00235,WH_001,706,21,9,0,0,
SKU_00214,WH_001,139,4,8,0,0,
SKU_00223,WH_003,251,10,10,0,0,
SKU_00256,WH_001,245,6,7,0,0,
SKU_00239,WH_001,435,3,9,0,0,
SKU_00231,WH_001,185,8,9,0,0,
SKU_00248,WH_003,158,5,4,0,0,
SKU_00210,WH_001,284,19,12,0,0,
SKU_00231,WH_002,236,4,9,0,0,
SKU_00256,WH_002,373,77,11,0,0,
SKU_00235,WH_002,266,7,8,0,0,
SKU_00239,WH_002,339,25,10,0,0,
SKU_00214,WH_002,111,2,8,0,0,
SKU_00210,WH_002,544,29,9,0,0,
SKU_00201,WH_001,358,1,8,0,0,
SKU_00247,WH_001,72,1,4,0,0,
SKU_00222,WH_001,225,1,6,0,0,
SKU_00231,WH_003,725,41,13,0,0,
SKU_00268,WH_001,674,7,9,0,0,
SKU_00214,WH_003,169,9,10,0,0,
SKU_00210,WH_003,244,50,6,0,0,
SKU_00226,WH_001,380,10,12,0,0,
SKU_00239,WH_003,54,1,10,0,0,
SKU_00235,WH_003,558,53,13,0,0,
SKU_00256,WH_003,209,2,7,0,0,
SKU_00247,WH_002,347,31,9,0,0,
SKU_00226,WH_002,108,0,4,0,0,
SKU_00268,WH_002,125,1,5,0,0,
SKU_00201,WH_002,148,7,7,0,0,
SKU_00222,WH_002,156,9,9,0,0,
SKU_00238,WH_001,318,0,6,0,0,
SKU_00201,WH_003,486,4,9,0,0,
SKU_00259,WH_001,845,38,14,0,0,
SKU_00217,WH_001,143,0,9,0,0,
SKU_00234,WH_001,917,19,11,0,0,
SKU_00247,WH_003,73,0,4,0,0,
SKU_00268,WH_003,373,11,8,0,0,
