order_line_id,order_id,sku_id,quantity_ordered,special_handling_required,substitution_allowed
OL_000000242,ORD_0000057,SKU_00234,1,False,False
OL_000000243,ORD_0000057,SKU_00159,10,False,False
OL_000000244,ORD_0000057,SKU_00064,33,False,False
OL_000000245,ORD_0000058,SKU_00295,6,False,True
OL_000000246,ORD_0000058,SKU_00071,5,False,False
OL_000000247,ORD_0000058,SKU_00244,1,False,True
OL_000000248,ORD_0000058,SKU_00056,6,False,True
OL_000000249,ORD_0000059,SKU_00128,15,False,True
OL_000000250,ORD_0000059,SKU_00092,1,True,True
OL_000000251,ORD_0000059,SKU_00146,19,True,True
OL_000000252,ORD_0000059,SKU_00073,2,False,False
OL_000000253,ORD_0000060,SKU_00036,14,False,False
OL_000000254,ORD_0000060,SKU_00285,1,False,True
OL_000000255,ORD_0000060,SKU_00084,23,False,True
OL_000000256,ORD_0000060,SKU_00005,2,False,False
OL_000000257,ORD_0000060,SKU_00223,3,False,True
OL_000000258,ORD_0000060,SKU_00276,4,False,True
OL_000000259,ORD_0000061,SKU_00005,5,False,False
OL_000000260,ORD_0000061,SKU_00020,1,False,True
OL_000000261,ORD_0000061,SKU_00108,5,False,False
OL_000000262,ORD_0000062,SKU_00130,5,False,True
OL_000000263,ORD_0000062,SKU_00199,11,True,True
OL_000000264,ORD_0000062,SKU_00168,5,True,True
OL_000000265,ORD_0000062,SKU_00287,3,True,False
OL_000000266,ORD_0000062,SKU_00289,6,False,True
OL_000000267,ORD_0000062,SKU_00122,4,False,True
OL_000000268,ORD_0000062,SKU_00096,4,True,True
OL_000000269,ORD_0000062,SKU_00230,4,False,False
OL_000000270,ORD_0000062,SKU_00185,14,False,False
OL_000000271,ORD_0000062,SKU_00262,4,False,True
OL_000000272,ORD_0000063,SKU_00098,4,False,True
OL_000000273,ORD_0000063,SKU_00173,9,False,True
OL_000000274,ORD_0000063,SKU_00133,3,False,True
OL_000000275,ORD_0000063,SKU_00233,5,False,False
OL_000000276,ORD_0000063,SKU_00200,4,False,False
OL_000000277,ORD_0000064,SKU_00084,4,False,False
OL_000000278,ORD_0000064,SKU_00090,28,True,False
OL_000000279,ORD_0000064,SKU_00176,77,False,True
OL_000000280,ORD_0000064,SKU_00045,6,True,False
OL_000000281,ORD_0000065,SKU_00137,12,True,False
OL_000000282,ORD_0000065,SKU_00025,2,False,False
OL_000000283,ORD_0000065,SKU_00284,4,True,True
OL_000000284,ORD_0000065,SKU_00147,4,False,False
OL_000000285,ORD_0000066,SKU_00259,2,False,False
OL_000000286,ORD_0000067,SKU_00150,5,False,True
OL_000000287,ORD_0000067,SKU_00168,3,True,False
OL_000000288,ORD_0000068,SKU_00079,1,False,True
OL_000000289,ORD_0000068,SKU_00041,4,False,False
OL_000000290,ORD_0000068,SKU_00276,1,False,True
OL_000000291,ORD_0000068,SKU_00264,2,True,False
OL_000000292,ORD_0000068,SKU_00119,2,False,True
OL_000000293,ORD_0000068,SKU_00158,2,False,False
OL_000000294,ORD_0000069,SKU_00023,4,False,False
OL_000000295,ORD_0000069,SKU_00002,11,False,True
OL_000000296,ORD_0000069,SKU_00214,15,False,False
OL_000000297,ORD_0000070,SKU_00078,8,False,False
OL_000000298,ORD_0000071,SKU_00284,4,True,False
OL_000000299,ORD_0000071,SKU_00017,8,False,True
OL_000000300,ORD_0000071,SKU_00009,2,False,False
OL_000000301,ORD_0000071,SKU_00153,10,False,False
OL_000000302,ORD_0000071,SKU_00259,14,False,False
OL_000000303,ORD_0000072,SKU_00222,1,False,False
OL_000000304,ORD_0000072,SKU_00161,3,False,False
OL_000000305,ORD_0000072,SKU_00050,3,False,True
OL_000000306,ORD_0000072,SKU_00259,3,False,False
OL_000000307,ORD_0000072,SKU_00223,60,False,False
OL_000000308,ORD_0000072,SKU_00039,4,True,False
OL_000000309,ORD_0000073,SKU_00170,2,False,True
OL_000000310,ORD_0000073,SKU_00200,7,False,False
OL_000000311,ORD_0000073,SKU_00151,5,False,False
OL_000000312,ORD_0000074,SKU_00238,2,False,True
OL_000000313,ORD_0000074,SKU_00199,5,True,False
OL_000000314,ORD_0000074,SKU_00124,5,False,True
OL_000000315,ORD_0000074,SKU_00096,2,True,False
OL_000000316,ORD_0000075,SKU_00102,9,False,False
OL_000000317,ORD_0000075,SKU_00228,16,True,True
OL_000000318,ORD_0000075,SKU_00174,9,False,False
OL_000000319,ORD_0000076,SKU_00037,17,True,False
OL_000000320,ORD_0000076,SKU_00016,1,False,True
OL_000000321,ORD_0000077,SKU_00157,4,False,True
OL_000000322,ORD_0000077,SKU_00233,5,False,True
OL_000000323,ORD_0000077,SKU_00165,16,False,True
OL_000000324,ORD_0000077,SKU_00031,5,False,True
OL_000000325,ORD_0000077,SKU_00111,5,False,False
OL_000000326,ORD_0000078,SKU_00234,4,False,False
OL_000000327,ORD_0000079,SKU_00084,3,False,False
OL_000000328,ORD_0000079,SKU_00289,11,False,False
OL_000000329,ORD_0000079,SKU_00247,1,False,True
OL_000000330,ORD_0000079,SKU_00248,3,False,True
OL_000000331,ORD_0000080,SKU_00281,1,False,False
OL_000000332,ORD_0000080,SKU_00253,4,False,False
OL_000000333,ORD_0000080,SKU_00247,3,False,False
OL_000000334,ORD_0000080,SKU_00258,2,False,True
OL_000000335,ORD_0000080,SKU_00159,10,False,True
OL_000000336,ORD_0000081,SKU_00254,13,False,False
OL_000000337,ORD_0000081,SKU_00147,3,False,False
OL_000000338,ORD_0000081,SKU_00115,9,False,True
OL_000000339,ORD_0000081,SKU_00085,19,True,True
OL_000000340,ORD_0000082,SKU_00110,8,True,False
OL_000000341,ORD_0000082,SKU_00150,32,False,True
OL_000000342,ORD_0000083,SKU_00171,16,True,False
OL_000000343,ORD_0000083,SKU_00242,3,False,False
OL_000000344,ORD_0000083,SKU_00075,5,False,False
OL_000000345,ORD_0000083,SKU_00104,2,False,True
OL_000000346,ORD_0000084,SKU_00121,4,False,False
OL_000000347,ORD_0000084,SKU_00222,4,False,False
OL_000000348,ORD_0000084,SKU_00151,21,False,False
OL_000000349,ORD_0000085,SKU_00053,6,True,True
OL_000000350,ORD_0000085,SKU_00176,4,False,True
OL_000000351,ORD_0000085,SKU_00242,8,False,False
OL_000000352,ORD_0000085,SKU_00288,3,False,False
OL_000000353,ORD_0000086,SKU_00250,9,False,False
OL_000000354,ORD_0000086,SKU_00239,2,False,False
OL_000000355,ORD_0000086,SKU_00273,9,False,False
OL_000000356,ORD_0000086,SKU_00241,17,False,False
OL_000000357,ORD_0000086,SKU_00238,6,False,True
OL_000000358,ORD_0000086,SKU_00222,14,False,False
OL_000000359,ORD_0000087,SKU_00268,3,False,True
OL_000000360,ORD_0000087,SKU_00008,2,False,False
OL_000000361,ORD_0000088,SKU_00059,2,False,False
OL_000000362,ORD_0000088,SKU_00116,5,False,False
OL_000000363,ORD_0000088,SKU_00258,4,False,False
OL_000000364,ORD_0000088,SKU_00259,3,False,True
OL_000000365,ORD_0000089,SKU_00171,10,True,True
OL_000000366,ORD_0000090,SKU_00171,9,True,True
OL_000000367,ORD_0000090,SKU_00036,2,False,False
OL_000000368,ORD_0000090,SKU_00256,6,True,False
OL_000000369,ORD_0000090,SKU_00296,1,True,True
OL_000000370,ORD_0000091,SKU_00059,3,False,True
OL_000000371,ORD_0000091,SKU_00164,1,True,True
OL_000000372,ORD_0000091,SKU_00210,1,False,True
OL_000000373,ORD_0000091,SKU_00201,1,True,True
OL_000000374,ORD_0000092,SKU_00283,9,False,False
OL_000000375,ORD_0000092,SKU_00288,8,False,False
OL_000000376,ORD_0000093,SKU_00084,7,False,False
OL_000000377,ORD_0000093,SKU_00242,6,False,True
OL_000000378,ORD_0000093,SKU_00098,10,False,False
OL_000000379,ORD_0000094,SKU_00035,4,True,True
OL_000000380,ORD_0000094,SKU_00243,1,False,True
OL_000000381,ORD_0000094,SKU_00236,3,False,True
OL_000000382,ORD_0000094,SKU_00268,6,False,False
OL_000000383,ORD_0000095,SKU_00168,12,True,True
OL_000000384,ORD_0000095,SKU_00131,9,False,False
OL_000000385,ORD_0000095,SKU_00092,13,True,True
OL_000000386,ORD_0000095,SKU_00038,4,True,False
OL_000000387,ORD_0000096,SKU_00196,3,True,True
OL_000000388,ORD_0000096,SKU_00125,7,False,True
OL_000000389,ORD_0000097,SKU_00232,11,False,False
OL_000000390,ORD_0000097,SKU_00166,11,False,False
OL_000000391,ORD_0000097,SKU_00099,5,False,False
OL_000000392,ORD_0000097,SKU_00037,7,True,False
OL_000000393,ORD_0000097,SKU_00209,7,True,False
OL_000000394,ORD_0000098,SKU_00048,6,False,True
OL_000000395,ORD_0000098,SKU_00289,1,False,False
OL_000000396,ORD_0000098,SKU_00299,1,False,False
OL_000000397,ORD_0000098,SKU_00287,7,True,False
OL_000000398,ORD_0000098,SKU_00168,10,True,True
OL_000000399,ORD_0000098,SKU_00078,6,False,False
OL_000000400,ORD_0000098,SKU_00221,11,False,False
OL_000000401,ORD_0000098,SKU_00126,2,True,False
OL_000000402,ORD_0000098,SKU_00176,1,False,False
OL_000000403,ORD_0000098,SKU_00266,8,False,False
OL_000000404,ORD_0000098,SKU_00202,2,True,False
OL_000000405,ORD_0000098,SKU_00102,1,False,False
OL_000000406,ORD_0000098,SKU_00120,11,False,False
OL_000000407,ORD_0000098,SKU_00024,3,False,False
OL_000000408,ORD_0000098,SKU_00054,9,True,False
OL_000000409,ORD_0000099,SKU_00087,29,False,False
OL_000000410,ORD_0000099,SKU_00269,19,False,True
OL_000000411,ORD_0000099,SKU_00215,37,False,False
OL_000000412,ORD_0000099,SKU_00086,21,False,False
OL_000000413,ORD_0000099,SKU_00240,12,False,True
OL_000000414,ORD_0000100,SKU_00162,2,False,False
OL_000000415,ORD_0000100,SKU_00142,10,False,False
OL_000000416,ORD_0000100,SKU_00025,8,False,False
OL_000000417,ORD_0000100,SKU_00189,7,True,False
OL_000000418,ORD_0000100,SKU_00085,1,True,True
OL_000000419,ORD_0000100,SKU_00210,9,False,False
OL_000000420,ORD_0000101,SKU_00273,3,False,False
OL_000000421,ORD_0000101,SKU_00260,4,True,False
OL_000000422,ORD_0000101,SKU_00288,3,False,False
OL_000000423,ORD_0000101,SKU_00025,2,False,True
OL_000000424,ORD_0000101,SKU_00241,2,False,True
OL_000000425,ORD_0000102,SKU_00207,32,False,False
OL_000000426,ORD_0000102,SKU_00224,4,False,False
OL_000000427,ORD_0000102,SKU_00191,6,False,False
OL_000000428,ORD_0000102,SKU_00062,6,False,False
OL_000000429,ORD_0000102,SKU_00016,1,False,False
OL_000000430,ORD_0000102,SKU_00056,4,False,True
OL_000000431,ORD_0000102,SKU_00072,2,True,False
OL_000000432,ORD_0000102,SKU_00234,2,False,False
OL_000000433,ORD_0000102,SKU_00108,7,False,False
OL_000000434,ORD_0000102,SKU_00159,3,False,True
OL_000000435,ORD_0000103,SKU_00275,3,False,False
OL_000000436,ORD_0000103,SKU_00277,36,False,False
OL_000000437,ORD_0000103,SKU_00134,12,True,False
OL_000000438,ORD_0000103,SKU_00281,5,False,True
OL_000000439,ORD_0000104,SKU_00273,4,False,False
OL_000000440,ORD_0000104,SKU_00213,1,False,True
OL_000000441,ORD_0000104,SKU_00064,1,False,False
OL_000000442,ORD_0000105,SKU_00004,13,False,False
OL_000000443,ORD_0000105,SKU_00204,3,True,False
OL_000000444,ORD_0000105,SKU_00261,9,False,False
OL_000000445,ORD_0000105,SKU_00052,8,False,False
OL_000000446,ORD_0000106,SKU_00120,7,False,False
OL_000000447,ORD_0000106,SKU_00098,8,False,False
OL_000000448,ORD_0000106,SKU_00192,1,True,False
OL_000000449,ORD_0000106,SKU_00275,3,False,False
OL_000000450,ORD_0000106,SKU_00181,13,True,False
OL_000000451,ORD_0000106,SKU_00034,3,False,False
OL_000000452,ORD_0000106,SKU_00101,7,False,False
OL_000000453,ORD_0000106,SKU_00013,5,False,False
OL_000000454,ORD_0000106,SKU_00088,10,False,True
OL_000000455,ORD_0000106,SKU_00204,1,True,False
OL_000000456,ORD_0000106,SKU_00078,3,False,True
OL_000000457,ORD_0000106,SKU_00198,9,False,True
OL_000000458,ORD_0000106,SKU_00026,7,False,False
OL_000000459,ORD_0000106,SKU_00113,8,False,True
OL_000000460,ORD_0000106,SKU_00135,4,False,False
OL_000000461,ORD_0000107,SKU_00224,7,False,False
OL_000000462,ORD_0000108,SKU_00153,4,False,True
OL_000000463,ORD_0000108,SKU_00145,1,False,True
OL_000000464,ORD_0000108,SKU_00111,4,False,False
OL_000000465,ORD_0000109,SKU_00082,11,True,False
OL_000000466,ORD_0000109,SKU_00096,22,True,False
OL_000000467,ORD_0000110,SKU_00154,1,True,False
OL_000000468,ORD_0000110,SKU_00144,5,True,False
OL_000000469,ORD_0000110,SKU_00187,23,False,False
OL_000000470,ORD_0000111,SKU_00183,3,True,False
OL_000000471,ORD_0000111,SKU_00092,6,True,True
OL_000000472,ORD_0000111,SKU_00290,2,False,False
OL_000000473,ORD_0000111,SKU_00284,17,True,False
OL_000000474,ORD_0000111,SKU_00222,1,False,True
OL_000000475,ORD_0000112,SKU_00247,2,False,False
OL_000000476,ORD_0000112,SKU_00097,4,False,False
OL_000000477,ORD_0000112,SKU_00182,6,True,False
OL_000000478,ORD_0000112,SKU_00129,2,False,False
OL_000000479,ORD_0000113,SKU_00299,3,False,False
OL_000000480,ORD_0000113,SKU_00132,11,False,False
OL_000000481,ORD_0000113,SKU_00253,2,False,True
OL_000000482,ORD_0000114,SKU_00172,1,True,True
OL_000000483,ORD_0000114,SKU_00218,2,True,True
OL_000000484,ORD_0000114,SKU_00042,4,False,True
OL_000000485,ORD_0000114,SKU_00112,1,False,False
OL_000000486,ORD_0000114,SKU_00011,2,False,False
OL_000000487,ORD_0000114,SKU_00295,3,False,False
OL_000000488,ORD_0000114,SKU_00038,4,True,False
OL_000000489,ORD_0000114,SKU_00121,3,False,True
OL_000000490,ORD_0000114,SKU_00036,3,False,True
OL_000000491,ORD_0000114,SKU_00101,3,False,False
OL_000000492,ORD_0000114,SKU_00061,1,False,False
OL_000000493,ORD_0000114,SKU_00120,14,False,False
OL_000000494,ORD_0000114,SKU_00206,1,False,False
OL_000000495,ORD_0000114,SKU_00177,1,False,False
OL_000000496,ORD_0000114,SKU_00215,1,False,True
OL_000000497,ORD_0000115,SKU_00210,1,False,False
