customer_type,orders,lines,units
2026-01-13 16:18:00,2,2,0
2026-01-13 07:49:00,3,3,0
2026-01-14 10:15:00,1,1,0
2026-01-12 13:33:00,1,1,0
2026-01-16 11:29:00,1,1,0
2026-01-13 09:03:00,2,2,0
2026-01-11 18:15:00,1,1,0
2026-01-11 09:46:00,1,1,0
2026-01-13 19:25:00,1,1,0
2026-01-10 21:28:00,2,2,0
2026-01-10 12:51:00,2,2,0
2026-01-10 12:59:00,1,1,0
2026-01-13 19:29:00,4,4,0
2026-01-14 13:22:00,2,2,0
2026-01-12 16:40:00,1,1,0
2026-01-16 17:11:00,1,1,0
2026-01-16 08:42:00,1,1,0
2026-01-14 17:54:00,1,1,0
2026-01-14 17:50:00,1,1,0
2026-01-14 17:58:00,3,3,0
2026-01-13 10:41:00,1,1,0
2026-01-15 11:59:00,1,1,0
2026-01-15 11:51:00,5,5,0
2026-01-15 20:24:00,1,1,0
2026-01-10 11:38:00,1,1,0
2026-01-14 12:09:00,3,3,0
2026-01-14 06:15:00,1,1,0
2026-01-12 06:58:00,1,1,0
2026-01-12 15:23:00,2,2,0
2026-01-12 06:54:00,3,3,0
2026-01-12 15:27:00,1,1,0
2026-01-16 07:29:00,1,1,0
2026-01-14 16:33:00,1,1,0
2026-01-12 19:51:00,1,1,0
2026-01-15 10:34:00,1,1,0
2026-01-15 10:38:00,4,4,0
2026-01-13 13:52:00,4,4,0
2026-01-12 14:02:00,1,1,0
2026-01-16 06:08:00,1,1,0
2026-01-14 09:22:00,1,1,0
2026-01-14 09:26:00,1,1,0
2026-01-12 18:34:00,2,2,0
2026-01-12 18:38:00,1,1,0
2026-01-16 19:09:00,1,1,0
2026-01-14 19:48:00,4,4,0
2026-01-14 19:44:00,3,3,0
2026-01-13 12:35:00,1,1,0
2026-01-13 21:04:00,2,2,0
2026-01-15 07:51:00,1,1,0
2026-01-15 13:49:00,1,1,0
2026-01-15 13:45:00,1,1,0
2026-01-10 07:34:00,1,1,0
2026-01-10 16:07:00,2,2,0
2026-01-10 07:30:00,1,1,0
2026-01-10 16:03:00,1,1,0
2026-01-14 08:05:00,1,1,0
2026-01-14 08:01:00,2,2,0
2026-01-12 17:13:00,1,1,0
2026-01-13 11:14:00,1,1,0
2026-01-11 20:26:00,1,1,0
2026-01-11 11:57:00,1,1,0
2026-01-15 06:34:00,1,1,0
2026-01-15 06:30:00,2,2,0
2026-01-15 15:03:00,2,2,0
2026-01-13 15:42:00,1,1,0
2026-01-15 16:56:00,1,1,0
2026-01-10 19:14:00,2,2,0
2026-01-10 19:10:00,1,1,0
2026-01-13 14:25:00,2,2,0
2026-01-13 14:29:00,3,3,0
2026-01-15 15:39:00,2,2,0
2026-01-15 18:10:00,3,3,0
2026-01-15 09:41:00,1,1,0
2026-01-15 09:45:00,3,3,0
2026-01-14 12:58:00,1,1,0
2026-01-14 12:50:00,2,2,0
2026-01-14 21:23:00,2,2,0
2026-01-12 19:07:00,3,3,0
2026-01-13 07:10:00,2,2,0
2026-01-13 07:14:00,1,1,0
2026-01-11 16:26:00,1,1,0
2026-01-13 13:08:00,2,2,0
2026-01-11 07:57:00,1,1,0
2026-01-15 08:24:00,1,1,0
2026-01-15 08:20:00,1,1,0
2026-01-15 08:28:00,2,2,0
2026-01-13 17:32:00,1,1,0
2026-01-13 17:36:00,2,2,0
2026-01-14 11:37:00,1,1,0
2026-01-14 11:33:00,1,1,0
2026-01-14 20:06:00,2,2,0
2026-01-12 14:51:00,1,1,0
2026-01-12 20:45:00,2,2,0
2026-01-16 15:22:00,1,1,0
2026-01-11 15:01:00,1,1,0
2026-01-15 07:07:00,2,2,0
2026-01-10 12:20:00,1,1,0
2026-01-13 16:19:00,2,2,0
2026-01-12 13:34:00,1,1,0
2026-01-12 13:30:00,1,1,0
2026-01-16 14:01:00,1,1,0
2026-01-16 14:05:00,1,1,0
2026-01-14 14:48:00,1,1,0
2026-01-14 14:44:00,4,4,0
2026-01-16 18:33:00,1,1,0
2026-01-16 15:58:00,1,1,0
2026-01-13 09:04:00,1,1,0
2026-01-13 09:00:00,2,2,0
2026-01-13 09:08:00,4,4,0
2026-01-10 11:03:00,1,1,0
2026-01-11 18:12:00,2,2,0
2026-01-11 18:16:00,2,2,0
2026-01-15 21:42:00,1,1,0
2026-01-10 21:21:00,1,1,0
2026-01-10 21:29:00,1,1,0
2026-01-14 07:33:00,1,1,0
2026-01-14 13:27:00,2,2,0
2026-01-16 08:47:00,1,1,0
2026-01-14 17:55:00,4,4,0
2026-01-14 17:51:00,5,5,0
2026-01-14 17:59:00,2,2,0
2026-01-13 10:42:00,2,2,0
2026-01-15 20:29:00,1,1,0
2026-01-15 20:21:00,2,2,0
2026-01-15 20:25:00,1,1,0
2026-01-15 11:52:00,2,2,0
2026-01-15 11:56:00,1,1,0
2026-01-10 20:08:00,1,1,0
2026-01-14 06:12:00,1,1,0
2026-01-14 06:16:00,1,1,0
2026-01-12 15:28:00,1,1,0
2026-01-12 15:24:00,1,1,0
2026-01-16 07:26:00,1,1,0
2026-01-14 16:38:00,1,1,0
2026-01-12 19:52:00,1,1,0
2026-01-15 13:10:00,1,1,0
2026-01-15 10:35:00,2,2,0
2026-01-10 08:52:00,1,1,0
2026-01-10 08:56:00,1,1,0
2026-01-16 06:09:00,2,2,0
2026-01-14 09:27:00,1,1,0
2026-01-14 09:23:00,2,2,0
2026-01-11 11:22:00,1,1,0
2026-01-12 18:39:00,1,1,0
2026-01-16 19:02:00,1,1,0
2026-01-16 19:06:00,1,1,0
2026-01-13 21:01:00,1,1,0
2026-01-13 12:32:00,1,1,0
2026-01-13 21:05:00,1,1,0
2026-01-11 21:44:00,1,1,0
2026-01-13 12:36:00,1,1,0
2026-01-11 21:48:00,1,1,0
2026-01-15 07:52:00,2,2,0
2026-01-15 16:21:00,1,1,0
2026-01-15 13:46:00,3,3,0
2026-01-10 16:04:00,1,1,0
2026-01-14 08:06:00,1,1,0
2026-01-12 17:18:00,1,1,0
2026-01-11 10:01:00,1,1,0
2026-01-13 11:19:00,2,2,0
2026-01-13 11:15:00,3,3,0
2026-01-11 20:27:00,1,1,0
2026-01-15 06:35:00,1,1,0
2026-01-15 06:31:00,1,1,0
2026-01-15 06:39:00,1,1,0
2026-01-13 15:43:00,1,1,0
2026-01-10 06:18:00,1,1,0
2026-01-13 15:47:00,1,1,0
2026-01-15 16:57:00,2,2,0
2026-01-16 10:58:00,1,1,0
2026-01-13 08:32:00,1,1,0
2026-01-11 17:44:00,1,1,0
2026-01-15 18:11:00,1,1,0
2026-01-15 09:42:00,1,1,0
2026-01-15 09:46:00,1,1,0
2026-01-15 18:15:00,2,2,0
2026-01-12 11:45:00,1,1,0
2026-01-13 18:50:00,1,1,0
2026-01-13 18:58:00,3,3,0
2026-01-14 21:28:00,3,3,0
2026-01-14 12:59:00,2,2,0
2026-01-14 12:51:00,3,3,0
2026-01-14 12:55:00,1,1,0
2026-01-14 21:24:00,2,2,0
2026-01-11 06:01:00,1,1,0
2026-01-16 16:40:00,1,1,0
2026-01-13 07:19:00,1,1,0
2026-01-11 07:58:00,1,1,0
2026-01-11 16:23:00,1,1,0
2026-01-15 08:25:00,2,2,0
2026-01-15 08:29:00,4,4,0
2026-01-12 10:28:00,1,1,0
2026-01-13 17:37:00,2,2,0
2026-01-14 20:03:00,1,1,0
2026-01-14 11:34:00,2,2,0
2026-01-14 11:38:00,1,1,0
2026-01-14 20:07:00,3,3,0
2026-01-16 06:58:00,2,2,0
2026-01-11 15:06:00,1,1,0
2026-01-15 07:08:00,1,1,0
2026-01-11 19:30:00,1,1,0
2026-01-12 13:35:00,1,1,0
2026-01-12 13:31:00,1,1,0
2026-01-14 14:49:00,1,1,0
2026-01-14 08:51:00,3,3,0
2026-01-14 14:45:00,2,2,0
2026-01-16 18:34:00,1,1,0
2026-01-13 09:09:00,1,1,0
2026-01-13 09:01:00,1,1,0
2026-01-11 09:48:00,3,3,0
2026-01-10 11:08:00,1,1,0
2026-01-15 21:47:00,1,1,0
2026-01-15 21:43:00,2,2,0
2026-01-14 07:34:00,1,1,0
2026-01-14 16:03:00,1,1,0
2026-01-14 07:30:00,2,2,0
2026-01-12 16:46:00,1,1,0
2026-01-16 17:17:00,1,1,0
2026-01-15 10:04:00,1,1,0
2026-01-15 10:00:00,1,1,0
2026-01-13 10:43:00,2,2,0
2026-01-13 10:47:00,2,2,0
2026-01-15 11:57:00,1,1,0
2026-01-10 14:11:00,1,1,0
2026-01-14 06:17:00,1,1,0
2026-01-14 06:13:00,3,3,0
2026-01-12 06:56:00,1,1,0
2026-01-16 07:27:00,3,3,0
2026-01-14 19:10:00,2,2,0
2026-01-15 13:11:00,2,2,0
2026-01-13 13:54:00,1,1,0
2026-01-13 13:58:00,4,4,0
2026-01-12 14:08:00,1,1,0
2026-01-12 08:10:00,1,1,0
2026-01-10 08:57:00,1,1,0
2026-01-12 18:36:00,2,2,0
2026-01-16 19:07:00,1,1,0
2026-01-13 12:37:00,1,1,0
2026-01-13 21:06:00,1,1,0
2026-01-11 21:49:00,1,1,0
2026-01-11 15:51:00,1,1,0
2026-01-11 21:45:00,1,1,0
2026-01-13 21:02:00,4,4,0
2026-01-15 07:53:00,4,4,0
2026-01-15 16:22:00,3,3,0
2026-01-10 07:36:00,1,1,0
2026-01-14 08:07:00,1,1,0
2026-01-11 10:02:00,1,1,0
2026-01-11 10:06:00,1,1,0
2026-01-15 15:05:00,1,1,0
2026-01-15 06:36:00,1,1,0
2026-01-13 15:44:00,2,2,0
2026-01-15 19:33:00,1,1,0
2026-01-10 19:16:00,2,2,0
2026-01-16 10:59:00,1,1,0
2026-01-11 13:17:00,1,1,0
2026-01-13 08:37:00,1,1,0
2026-01-13 17:02:00,2,2,0
2026-01-13 08:33:00,1,1,0
2026-01-11 17:45:00,1,1,0
2026-01-15 18:16:00,1,1,0
2026-01-15 18:12:00,1,1,0
2026-01-15 09:43:00,1,1,0
2026-01-15 09:47:00,3,3,0
2026-01-13 18:59:00,2,2,0
2026-01-12 20:15:00,1,1,0
2026-01-12 11:46:00,1,1,0
2026-01-12 11:42:00,1,1,0
2026-01-14 21:21:00,2,2,0
2026-01-14 12:52:00,3,3,0
2026-01-14 12:56:00,2,2,0
2026-01-14 21:25:00,2,2,0
2026-01-13 07:16:00,1,1,0
2026-01-11 07:59:00,2,2,0
2026-01-11 07:55:00,1,1,0
2026-01-15 08:26:00,3,3,0
2026-01-13 17:38:00,1,1,0
2026-01-12 10:21:00,1,1,0
2026-01-14 11:39:00,1,1,0
2026-01-14 14:10:00,2,2,0
2026-01-14 20:08:00,5,5,0
2026-01-16 15:24:00,2,2,0
2026-01-16 06:59:00,4,4,0
2026-01-16 06:55:00,1,1,0
2026-01-11 09:13:00,1,1,0
2026-01-10 12:22:00,1,1,0
2026-01-10 12:26:00,1,1,0
2026-01-12 13:36:00,1,1,0
2026-01-16 14:07:00,1,1,0
2026-01-14 17:21:00,1,1,0
2026-01-14 08:52:00,1,1,0
2026-01-16 18:39:00,2,2,0
2026-01-15 11:22:00,3,3,0
2026-01-13 09:06:00,1,1,0
2026-01-13 20:30:00,2,2,0
2026-01-13 20:34:00,1,1,0
2026-01-10 11:09:00,1,1,0
2026-01-15 21:48:00,1,1,0
2026-01-15 21:40:00,1,1,0
2026-01-12 06:25:00,1,1,0
2026-01-12 12:19:00,1,1,0
2026-01-10 15:33:00,1,1,0
2026-01-14 07:31:00,1,1,0
2026-01-14 16:00:00,2,2,0
2026-01-14 16:04:00,1,1,0
2026-01-14 07:35:00,3,3,0
2026-01-14 16:08:00,2,2,0
2026-01-14 07:39:00,3,3,0
2026-01-12 16:43:00,1,1,0
2026-01-16 17:18:00,1,1,0
2026-01-16 08:49:00,1,1,0
2026-01-16 08:45:00,2,2,0
2026-01-15 10:05:00,1,1,0
2026-01-13 10:44:00,1,1,0
2026-01-13 10:40:00,2,2,0
2026-01-15 20:23:00,2,2,0
2026-01-15 20:27:00,3,3,0
2026-01-15 11:58:00,1,1,0
2026-01-10 14:16:00,1,1,0
2026-01-14 06:14:00,1,1,0
2026-01-10 18:48:00,1,1,0
2026-01-14 19:15:00,2,2,0
2026-01-14 19:11:00,1,1,0
2026-01-14 19:19:00,2,2,0
2026-01-15 13:12:00,4,4,0
2026-01-15 13:16:00,2,2,0
2026-01-13 13:59:00,2,2,0
2026-01-12 08:11:00,1,1,0
2026-01-12 08:19:00,1,1,0
2026-01-16 11:41:00,2,2,0
2026-01-14 09:25:00,2,2,0
2026-01-14 20:53:00,2,2,0
2026-01-14 09:29:00,5,5,0
2026-01-11 11:28:00,1,1,0
2026-01-12 18:37:00,1,1,0
2026-01-16 19:08:00,1,1,0
2026-01-13 06:40:00,1,1,0
2026-01-13 21:03:00,2,2,0
2026-01-13 06:44:00,3,3,0
2026-01-11 15:56:00,1,1,0
2026-01-15 07:50:00,1,1,0
2026-01-15 16:23:00,2,2,0
2026-01-15 07:54:00,1,1,0
2026-01-15 07:58:00,2,2,0
2026-01-10 16:06:00,1,1,0
2026-01-16 10:24:00,1,1,0
2026-01-16 14:52:00,2,2,0
2026-01-16 20:46:00,1,1,0
2026-01-11 14:39:00,1,1,0
2026-01-15 06:37:00,1,1,0
2026-01-15 15:02:00,3,3,0
2026-01-15 15:06:00,1,1,0
2026-01-15 06:33:00,3,3,0
2026-01-13 09:55:00,1,1,0
2026-01-13 15:49:00,1,1,0
2026-01-13 09:51:00,2,2,0
2026-01-10 19:17:00,1,1,0
2026-01-16 13:35:00,1,1,0
2026-01-11 13:18:00,2,2,0
2026-01-11 07:20:00,1,1,0
2026-01-13 08:30:00,3,3,0
2026-01-11 17:42:00,1,1,0
2026-01-11 17:46:00,2,2,0
2026-01-15 18:13:00,2,2,0
2026-01-15 09:44:00,2,2,0
2026-01-15 09:48:00,1,1,0
2026-01-15 18:17:00,2,2,0
2026-01-14 11:04:00,1,1,0
2026-01-13 18:56:00,1,1,0
2026-01-10 20:59:00,1,1,0
2026-01-14 21:22:00,1,1,0
2026-01-14 21:26:00,3,3,0
2026-01-11 06:07:00,2,2,0
2026-01-16 16:42:00,1,1,0
2026-01-13 07:17:00,2,2,0
2026-01-13 07:13:00,3,3,0
2026-01-12 10:26:00,1,1,0
2026-01-10 13:40:00,1,1,0
2026-01-10 13:44:00,1,1,0
2026-01-14 20:09:00,1,1,0
2026-01-14 14:15:00,1,1,0
2026-01-14 14:11:00,2,2,0
2026-01-16 06:56:00,2,2,0
2026-01-11 09:10:00,1,1,0
2026-01-11 09:18:00,1,1,0
2026-01-16 19:53:00,1,1,0
2026-01-11 19:36:00,1,1,0
2026-01-13 21:52:00,1,1,0
2026-01-10 16:55:00,1,1,0
2026-01-16 14:08:00,1,1,0
2026-01-16 08:10:00,1,1,0
2026-01-16 08:14:00,2,2,0
2026-01-14 17:26:00,1,1,0
2026-01-14 08:53:00,1,1,0
2026-01-14 17:22:00,1,1,0
2026-01-14 08:57:00,2,2,0
2026-01-13 20:35:00,1,1,0
2026-01-10 11:06:00,1,1,0
2026-01-13 20:31:00,1,1,0
2026-01-15 21:45:00,1,1,0
2026-01-15 21:41:00,2,2,0
2026-01-12 06:22:00,1,1,0
2026-01-14 16:05:00,1,1,0
2026-01-14 16:09:00,1,1,0
2026-01-14 16:01:00,4,4,0
2026-01-16 17:15:00,1,1,0
2026-01-16 17:19:00,2,2,0
2026-01-15 10:06:00,1,1,0
2026-01-15 10:02:00,3,3,0
2026-01-13 10:49:00,3,3,0
2026-01-13 10:45:00,1,1,0
2026-01-15 14:30:00,1,1,0
2026-01-15 14:34:00,1,1,0
2026-01-15 20:28:00,3,3,0
2026-01-10 14:17:00,1,1,0
2026-01-14 06:19:00,3,3,0
2026-01-12 09:33:00,2,2,0
2026-01-14 19:12:00,1,1,0
2026-01-14 19:16:00,4,4,0
2026-01-11 12:46:00,1,1,0
2026-01-11 12:42:00,1,1,0
2026-01-13 12:03:00,1,1,0
2026-01-15 13:17:00,2,2,0
2026-01-13 13:56:00,2,2,0
2026-01-15 17:41:00,1,1,0
2026-01-12 08:12:00,1,1,0
2026-01-14 20:54:00,1,1,0
2026-01-14 20:50:00,2,2,0
2026-01-11 11:25:00,1,1,0
2026-01-13 06:41:00,2,2,0
2026-01-13 21:08:00,1,1,0
2026-01-13 06:45:00,2,2,0
2026-01-13 15:10:00,1,1,0
2026-01-13 12:39:00,1,1,0
2026-01-13 15:14:00,1,1,0
2026-01-11 15:57:00,1,1,0
2026-01-15 16:20:00,2,2,0
2026-01-15 07:59:00,2,2,0
2026-01-15 16:28:00,1,1,0
2026-01-15 16:24:00,2,2,0
2026-01-16 10:21:00,2,2,0
2026-01-15 06:38:00,1,1,0
2026-01-13 09:56:00,2,2,0
2026-01-10 11:51:00,1,1,0
2026-01-13 09:52:00,2,2,0
2026-01-15 19:31:00,2,2,0
2026-01-15 19:39:00,1,1,0
2026-01-15 19:35:00,3,3,0
2026-01-14 12:22:00,1,1,0
2026-01-12 21:34:00,1,1,0
2026-01-16 13:36:00,2,2,0
2026-01-11 07:25:00,2,2,0
2026-01-11 07:21:00,1,1,0
2026-01-13 08:31:00,1,1,0
2026-01-13 17:08:00,1,1,0
2026-01-13 08:39:00,2,2,0
2026-01-13 17:04:00,1,1,0
2026-01-15 18:14:00,3,3,0
2026-01-14 11:09:00,2,2,0
2026-01-14 11:01:00,1,1,0
2026-01-12 11:44:00,1,1,0
2026-01-10 20:56:00,2,2,0
2026-01-16 12:19:00,1,1,0
2026-01-14 15:33:00,1,1,0
2026-01-11 06:00:00,2,2,0
2026-01-13 07:18:00,1,1,0
2026-01-12 13:02:00,1,1,0
2026-01-10 13:49:00,2,2,0
2026-01-10 13:45:00,1,1,0
2026-01-16 09:32:00,2,2,0
2026-01-16 06:57:00,1,1,0
2026-01-14 18:44:00,1,1,0
2026-01-11 09:15:00,1,1,0
2026-01-16 19:50:00,1,1,0
2026-01-15 21:10:00,1,1,0
2026-01-15 12:41:00,2,2,0
2026-01-13 21:53:00,1,1,0
2026-01-12 07:40:00,1,1,0
2026-01-14 08:50:00,3,3,0
2026-01-14 08:58:00,2,2,0
2026-01-14 17:23:00,2,2,0
2026-01-14 17:27:00,1,1,0
2026-01-14 08:54:00,1,1,0
2026-01-11 10:57:00,1,1,0
2026-01-11 10:53:00,1,1,0
2026-01-15 11:20:00,3,3,0
2026-01-15 11:24:00,3,3,0
2026-01-13 20:36:00,3,3,0
2026-01-15 15:52:00,3,3,0
2026-01-10 15:35:00,1,1,0
2026-01-14 16:06:00,1,1,0
2026-01-14 16:02:00,1,1,0
2026-01-14 07:37:00,2,2,0
2026-01-15 10:03:00,2,2,0
2026-01-13 13:21:00,2,2,0
2026-01-15 14:35:00,5,5,0
2026-01-10 14:18:00,2,2,0
2026-01-10 08:20:00,1,1,0
2026-01-12 09:34:00,1,1,0
2026-01-14 19:17:00,1,1,0
2026-01-14 19:13:00,2,2,0
2026-01-13 12:08:00,2,2,0
2026-01-13 12:00:00,2,2,0
2026-01-13 12:04:00,2,2,0
2026-01-15 07:20:00,3,3,0
2026-01-15 13:14:00,1,1,0
2026-01-13 13:57:00,3,3,0
2026-01-13 16:32:00,2,2,0
2026-01-10 07:03:00,1,1,0
2026-01-15 17:42:00,2,2,0
2026-01-15 17:46:00,1,1,0
2026-01-12 08:17:00,1,1,0
2026-01-16 11:47:00,1,1,0
2026-01-14 20:59:00,3,3,0
2026-01-15 06:03:00,3,3,0
2026-01-13 06:46:00,1,1,0
2026-01-13 15:11:00,3,3,0
2026-01-13 06:42:00,4,4,0
2026-01-11 15:54:00,1,1,0
2026-01-11 15:58:00,1,1,0
2026-01-15 16:25:00,1,1,0
2026-01-15 07:56:00,1,1,0
2026-01-15 16:29:00,1,1,0
2026-01-13 19:43:00,3,3,0
2026-01-16 10:22:00,1,1,0
2026-01-16 14:50:00,3,3,0
2026-01-11 08:43:00,1,1,0
2026-01-11 14:37:00,1,1,0
2026-01-15 09:10:00,1,1,0
2026-01-15 09:14:00,1,1,0
2026-01-13 18:22:00,1,1,0
2026-01-13 09:53:00,1,1,0
2026-01-13 18:26:00,2,2,0
2026-01-13 09:57:00,2,2,0
2026-01-10 11:52:00,1,1,0
2026-01-10 11:56:00,2,2,0
2026-01-15 19:36:00,4,4,0
2026-01-14 12:27:00,2,2,0
2026-01-14 12:23:00,1,1,0
2026-01-12 21:39:00,1,1,0
2026-01-16 13:33:00,1,1,0
2026-01-14 16:51:00,1,1,0
2026-01-13 17:05:00,1,1,0
2026-01-13 17:01:00,2,2,0
2026-01-13 08:36:00,3,3,0
2026-01-11 17:48:00,1,1,0
2026-01-13 17:09:00,3,3,0
2026-01-10 10:31:00,1,1,0
2026-01-10 10:39:00,1,1,0
2026-01-12 11:49:00,1,1,0
2026-01-14 15:30:00,4,4,0
2026-01-14 15:38:00,1,1,0
2026-01-14 15:34:00,2,2,0
2026-01-11 19:06:00,2,2,0
2026-01-10 13:46:00,1,1,0
2026-01-12 13:03:00,1,1,0
2026-01-14 14:17:00,1,1,0
2026-01-16 09:33:00,2,2,0
2026-01-14 18:45:00,1,1,0
2026-01-11 20:40:00,1,1,0
2026-01-16 19:59:00,1,1,0
2026-01-15 12:46:00,2,2,0
2026-01-15 12:42:00,1,1,0
2026-01-15 21:11:00,1,1,0
2026-01-13 21:50:00,2,2,0
2026-01-10 12:29:00,2,2,0
2026-01-13 21:58:00,3,3,0
2026-01-10 06:31:00,1,1,0
2026-01-10 12:25:00,1,1,0
2026-01-13 21:54:00,2,2,0
2026-01-12 16:14:00,1,1,0
2026-01-12 07:45:00,1,1,0
2026-01-12 16:10:00,1,1,0
2026-01-12 07:41:00,1,1,0
2026-01-14 08:59:00,2,2,0
2026-01-14 17:24:00,2,2,0
2026-01-14 17:20:00,1,1,0
2026-01-14 17:28:00,4,4,0
2026-01-13 10:11:00,3,3,0
2026-01-13 10:15:00,1,1,0
2026-01-15 11:21:00,1,1,0
2026-01-15 11:25:00,1,1,0
2026-01-15 11:29:00,2,2,0
2026-01-13 20:37:00,1,1,0
2026-01-13 20:33:00,1,1,0
2026-01-15 15:53:00,2,2,0
2026-01-15 15:57:00,3,3,0
2026-01-10 15:36:00,1,1,0
2026-01-14 16:07:00,3,3,0
2026-01-12 19:21:00,2,2,0
2026-01-15 10:08:00,1,1,0
2026-01-13 13:22:00,1,1,0
2026-01-13 13:26:00,1,1,0
2026-01-15 14:32:00,2,2,0
2026-01-10 08:21:00,2,2,0
