sku_id,category,storage_temperature,shelf_life_days,unit_price_rmb,abc_class,near_expiry_managed,batch_tracking_required,hazardous_or_controlled_flag,unit_volume_liters,unit_weight_kg,manufacturer_id
SKU_00050,Medical_Devices,ambient,402,8.48,C,True,True,False,0.242,1.095,MFG_003
SKU_00051,Western_Medicine,ambient,382,12.46,C,True,False,False,1.471,0.775,MFG_060
SKU_00052,TCM,ambient,991,12.9,C,False,True,False,0.231,1.014,MFG_028
SKU_00053,TCM,cold,228,94.81,C,False,True,False,1.748,0.12,MFG_055
SKU_00054,Western_Medicine,cold,365,48.12,A,False,True,False,0.582,0.224,MFG_093
SKU_00055,Western_Medicine,ambient,491,5.71,C,True,True,True,0.68,0.366,MFG_096
SKU_00056,Western_Medicine,ambient,445,58.05,C,False,False,False,1.868,0.302,MFG_063
SKU_00057,TCM,ambient,896,5.16,C,False,False,False,0.559,0.63,MFG_081
SKU_00058,Health_Supplements,cool,299,4.56,C,False,True,True,1.09,0.428,MFG_046
SKU_00059,Medical_Devices,cool,704,77.78,C,True,True,False,1.148,0.271,MFG_012
SKU_00060,TCM,cool,730,4.49,A,False,False,False,1.415,0.778,MFG_032
SKU_00061,TCM,ambient,887,2.3,B,False,False,False,1.186,1.421,MFG_071
SKU_00062,Medical_Devices,ambient,721,10.93,C,False,True,False,0.635,0.354,MFG_041
SKU_00063,Medical_Devices,ambient,494,16.46,A,False,False,False,1.472,0.74,MFG_062
SKU_00064,TCM,cool,730,220.85,C,False,False,False,1.718,0.057,MFG_072
SKU_00065,Medical_Devices,cold,124,33.02,B,False,True,False,1.268,0.87,MFG_066
SKU_00066,Western_Medicine,ambient,531,185.08,C,False,True,False,1.637,0.542,MFG_021
SKU_00067,Western_Medicine,ambient,736,94.8,A,False,False,False,1.68,0.815,MFG_063
SKU_00068,Medical_Devices,cold,365,1.38,C,False,True,False,0.074,0.266,MFG_062
SKU_00069,TCM,cold,331,75.33,C,False,True,True,1.544,1.192,MFG_029
SKU_00070,Health_Supplements,cool,730,35.2,A,True,False,False,1.589,0.811,MFG_062
SKU_00071,Western_Medicine,ambient,1014,65.2,C,True,False,False,1.538,0.905,MFG_093
SKU_00072,Medical_Devices,cool,730,4.65,B,True,False,True,1.026,0.899,MFG_080
SKU_00073,Medical_Devices,ambient,365,45.54,C,False,True,False,1.305,0.275,MFG_098
SKU_00074,Medical_Devices,cool,730,8.26,C,True,False,False,1.451,1.074,MFG_061
SKU_00075,Western_Medicine,ambient,365,4.8,C,True,True,False,1.822,1.385,MFG_044
SKU_00076,Western_Medicine,ambient,801,6.95,C,True,False,False,1.145,0.686,MFG_045
SKU_00077,Medical_Devices,cool,415,1.56,A,False,True,False,0.365,0.608,MFG_065
SKU_00078,Medical_Devices,ambient,874,79.69,A,True,True,False,1.369,0.019,MFG_021
SKU_00079,Western_Medicine,cool,577,67.86,A,True,False,False,0.349,1.046,MFG_062
SKU_00080,TCM,ambient,867,4.2,A,True,True,False,1.307,1.178,MFG_042
SKU_00081,Western_Medicine,ambient,551,21.58,C,True,True,False,0.607,1.317,MFG_015
SKU_00082,Western_Medicine,cold,365,75.18,C,False,True,True,0.936,1.158,MFG_038
SKU_00083,Western_Medicine,ambient,365,7.48,B,False,True,False,0.368,0.808,MFG_035
SKU_00084,Western_Medicine,ambient,365,4.42,C,True,False,False,0.328,1.285,MFG_001
SKU_00085,Medical_Devices,cold,365,9.24,C,False,True,False,1.645,0.072,MFG_061
SKU_00086,Medical_Devices,cool,730,16.09,A,True,True,False,0.456,0.29,MFG_083
SKU_00087,TCM,cool,730,19.92,C,False,False,False,1.192,0.021,MFG_067
SKU_00088,TCM,cool,730,22.05,B,True,False,False,0.94,0.372,MFG_063
SKU_00089,Medical_Devices,cool,455,29.95,C,False,False,False,0.708,1.178,MFG_029
SKU_00090,Medical_Devices,cold,148,128.91,C,False,True,False,0.995,0.018,MFG_022
SKU_00091,TCM,ambient,945,15.32,C,True,True,False,0.989,0.225,MFG_067
SKU_00092,TCM,cold,365,22.25,C,True,True,False,0.937,1.156,MFG_093
SKU_00093,Medical_Devices,cool,730,40.25,C,True,False,True,0.713,1.187,MFG_041
SKU_00094,Western_Medicine,ambient,814,6.98,C,True,True,False,0.502,0.123,MFG_082
SKU_00095,TCM,ambient,840,13.55,C,False,False,False,0.499,1.26,MFG_006
SKU_00096,Western_Medicine,cold,365,83.59,C,True,True,False,1.222,1.303,MFG_093
SKU_00097,Western_Medicine,ambient,822,3.46,C,False,False,False,0.095,1.318,MFG_093
SKU_00098,Western_Medicine,ambient,946,41.85,C,True,False,False,0.722,1.081,MFG_063
SKU_00099,TCM,cool,528,4.11,B,False,True,False,1.883,1.407,MFG_009
SKU_00100,Medical_Devices,ambient,958,68.15,C,True,True,False,1.908,0.02,MFG_082
SKU_00101,Medical_Devices,cool,730,7.63,B,True,False,False,1.079,1.411,MFG_020
SKU_00102,Medical_Devices,ambient,898,12.71,C,True,False,False,1.471,1.469,MFG_053
SKU_00103,Western_Medicine,ambient,365,4.47,B,False,False,False,0.097,1.12,MFG_001
SKU_00104,TCM,ambient,780,47.18,C,False,True,False,0.494,1.008,MFG_055
SKU_00105,TCM,ambient,365,62.18,C,True,True,False,0.964,0.035,MFG_007
SKU_00106,Western_Medicine,cold,281,73.27,C,False,True,False,1.766,0.022,MFG_037
SKU_00107,Western_Medicine,ambient,365,35.55,C,False,False,False,0.605,0.537,MFG_055
SKU_00108,Medical_Devices,ambient,1036,8.28,C,False,True,False,0.553,0.289,MFG_043
SKU_00109,Western_Medicine,ambient,390,64.35,C,False,False,False,1.69,1.379,MFG_098
SKU_00110,Western_Medicine,cold,222,86.82,A,False,True,False,0.816,0.944,MFG_013
SKU_00111,Medical_Devices,cool,373,5.89,C,False,False,False,1.555,0.705,MFG_044
SKU_00112,Medical_Devices,cool,730,35.9,C,False,False,False,1.165,0.891,MFG_097
SKU_00113,Medical_Devices,ambient,365,7.67,C,True,False,False,1.005,1.213,MFG_029
SKU_00114,Medical_Devices,ambient,872,65.74,C,True,True,False,1.6,0.96,MFG_076
SKU_00115,TCM,ambient,665,27.97,C,False,False,False,1.257,1.237,MFG_055
SKU_00116,Medical_Devices,ambient,950,46.34,C,False,True,False,1.651,0.455,MFG_007
SKU_00117,TCM,cool,562,47.92,C,True,False,False,1.791,1.152,MFG_032
SKU_00118,Medical_Devices,ambient,365,103.86,B,True,False,False,0.9,0.757,MFG_035
SKU_00119,Medical_Devices,cool,481,49.1,C,True,False,False,0.683,0.886,MFG_033
SKU_00120,Medical_Devices,ambient,465,10.72,C,True,True,False,1.123,0.706,MFG_062
SKU_00121,Western_Medicine,cool,429,39.35,C,False,True,False,1.287,0.054,MFG_055
SKU_00122,TCM,ambient,1022,6.51,B,False,True,False,0.892,0.826,MFG_008
SKU_00123,Medical_Devices,cold,365,86.17,C,False,True,False,1.254,0.297,MFG_001
SKU_00124,Western_Medicine,ambient,738,16.3,C,False,True,False,0.404,0.163,MFG_063
SKU_00125,TCM,ambient,365,1.6,C,True,True,False,1.107,0.124,MFG_050
SKU_00126,TCM,ambient,854,3.18,B,False,False,True,1.553,1.425,MFG_093
SKU_00127,Health_Supplements,cold,210,31.81,B,True,True,False,1.749,0.1,MFG_072
SKU_00128,Health_Supplements,cool,730,106.45,A,False,False,False,1.627,0.54,MFG_029
SKU_00129,Medical_Devices,ambient,365,35.59,A,True,False,False,0.449,1.314,MFG_027
SKU_00130,Health_Supplements,cool,730,2.82,B,False,False,False,1.515,0.529,MFG_083
SKU_00131,TCM,cool,668,9.11,B,True,False,False,0.369,1.394,MFG_093
SKU_00132,TCM,ambient,365,19.79,A,False,True,False,1.211,0.269,MFG_017
SKU_00133,Western_Medicine,cool,669,45.75,C,False,True,False,0.189,1.146,MFG_042
SKU_00134,Western_Medicine,cold,365,117.75,C,False,True,False,0.849,0.034,MFG_061
SKU_00135,TCM,ambient,365,2.83,C,False,False,False,0.862,0.423,MFG_092
SKU_00136,Western_Medicine,cold,272,59.19,B,False,True,False,0.148,0.733,MFG_007
SKU_00137,Western_Medicine,cold,365,173.07,C,False,True,False,1.804,0.021,MFG_009
SKU_00138,Western_Medicine,cool,679,4.5,C,False,False,False,0.376,1.235,MFG_093
SKU_00139,TCM,cool,730,27.15,C,False,False,False,1.502,0.441,MFG_003
SKU_00140,Medical_Devices,cool,281,9.19,B,True,False,False,1.099,0.551,MFG_027
SKU_00141,Medical_Devices,ambient,365,57.5,C,False,False,False,1.722,0.149,MFG_089
SKU_00142,Health_Supplements,cool,474,103.12,C,True,True,False,1.496,1.413,MFG_047
SKU_00143,Western_Medicine,ambient,365,23.69,C,False,True,False,0.546,0.765,MFG_001
SKU_00144,Western_Medicine,cool,721,42.45,C,False,True,True,1.521,1.248,MFG_087
SKU_00145,Health_Supplements,cool,478,97.48,C,False,False,False,0.395,0.113,MFG_082
SKU_00146,Health_Supplements,cold,365,13.22,B,True,True,False,1.635,1.426,MFG_095
SKU_00147,Health_Supplements,ambient,1002,56.26,C,False,False,False,0.723,0.743,MFG_093
SKU_00148,Medical_Devices,ambient,908,9.6,B,False,False,False,1.208,0.646,MFG_058
SKU_00149,Western_Medicine,cold,145,7.15,A,False,True,False,0.944,0.258,MFG_090
SKU_00150,Medical_Devices,ambient,442,10.99,C,True,False,False,1.903,0.804,MFG_035
SKU_00151,Western_Medicine,cool,553,32.72,B,True,False,False,0.256,0.497,MFG_098
SKU_00152,TCM,ambient,600,1.34,B,True,False,True,0.35,1.473,MFG_069
SKU_00153,Medical_Devices,ambient,371,51.5,C,False,False,False,1.535,0.721,MFG_072
SKU_00154,Western_Medicine,cold,147,38.93,C,True,True,False,1.719,0.338,MFG_043
SKU_00155,Medical_Devices,ambient,454,114.73,C,True,True,False,0.638,0.121,MFG_037
SKU_00156,Western_Medicine,ambient,886,4.02,C,True,True,False,1.048,0.773,MFG_063
SKU_00157,Western_Medicine,ambient,365,18.32,C,False,True,False,1.172,0.573,MFG_075
SKU_00158,Western_Medicine,ambient,636,86.21,B,True,True,False,1.93,0.062,MFG_023
SKU_00159,TCM,ambient,365,21.69,A,False,False,False,0.932,0.171,MFG_032
SKU_00160,TCM,ambient,698,9.04,B,False,True,False,1.771,1.26,MFG_024
SKU_00161,Health_Supplements,cool,592,13.18,C,False,False,False,1.025,0.961,MFG_001
SKU_00162,TCM,cool,730,9.71,B,True,True,False,0.992,1.021,MFG_010
SKU_00163,Medical_Devices,ambient,562,28.1,C,True,True,False,0.559,0.68,MFG_072
SKU_00164,TCM,cold,365,132.75,A,True,True,False,1.977,1.115,MFG_025
SKU_00165,Western_Medicine,ambient,431,2.91,C,True,True,False,0.548,1.381,MFG_024
SKU_00166,Medical_Devices,ambient,558,46.17,A,False,True,False,0.332,1.343,MFG_072
SKU_00167,Health_Supplements,cool,189,105.69,B,False,False,False,0.684,0.238,MFG_069
SKU_00168,Western_Medicine,ambient,365,32.43,C,True,True,True,0.348,0.562,MFG_049
SKU_00169,Medical_Devices,cool,372,2.34,C,False,False,False,0.521,1.47,MFG_030
SKU_00170,Western_Medicine,ambient,365,29.44,A,False,True,False,0.567,0.709,MFG_082
SKU_00171,Health_Supplements,frozen,710,14.51,B,True,True,False,0.551,0.251,MFG_046
SKU_00172,TCM,ambient,798,47.85,C,False,False,True,0.279,1.262,MFG_010
SKU_00173,Western_Medicine,ambient,712,10.36,A,False,False,False,0.915,0.223,MFG_095
SKU_00174,Medical_Devices,ambient,860,67.1,C,False,True,False,0.895,0.578,MFG_006
SKU_00175,Western_Medicine,cool,351,75.63,C,False,True,False,0.482,0.858,MFG_067
SKU_00176,TCM,ambient,365,75.87,B,True,True,False,0.715,0.274,MFG_024
SKU_00177,Medical_Devices,ambient,714,18.0,C,False,True,False,1.03,0.546,MFG_054
SKU_00178,Medical_Devices,ambient,657,20.68,B,True,True,False,0.459,0.291,MFG_021
SKU_00179,Western_Medicine,ambient,365,193.24,C,False,True,False,1.238,0.387,MFG_020
SKU_00180,Western_Medicine,ambient,365,62.4,C,True,True,False,0.799,0.382,MFG_069
SKU_00181,Western_Medicine,cool,371,40.02,C,False,False,True,0.243,0.266,MFG_015
SKU_00182,Western_Medicine,cold,252,100.21,C,True,True,False,1.156,1.162,MFG_035
SKU_00183,TCM,cold,365,56.67,B,True,True,False,1.385,1.018,MFG_063
SKU_00184,TCM,cool,619,33.05,C,True,False,False,1.106,1.415,MFG_050
SKU_00185,Health_Supplements,ambient,365,11.95,C,True,False,False,1.976,0.374,MFG_046
SKU_00186,Western_Medicine,ambient,773,76.01,B,False,False,False,0.753,1.334,MFG_054
SKU_00187,Medical_Devices,cool,519,7.99,C,False,False,False,0.286,0.555,MFG_029
SKU_00188,TCM,ambient,365,4.23,B,True,True,False,0.882,0.957,MFG_032
SKU_00189,Medical_Devices,frozen,730,15.05,C,True,True,False,1.893,0.67,MFG_003
SKU_00190,Western_Medicine,ambient,617,37.2,C,False,True,False,1.04,0.047,MFG_063
SKU_00191,Medical_Devices,ambient,932,123.75,B,False,False,False,1.509,0.124,MFG_051
SKU_00192,TCM,frozen,242,1.6,C,False,True,False,0.058,1.012,MFG_029
SKU_00193,TCM,cold,334,57.58,C,False,True,False,1.442,0.853,MFG_026
SKU_00194,TCM,ambient,365,39.73,C,True,False,False,1.863,1.225,MFG_043
SKU_00195,TCM,ambient,822,94.96,A,True,False,False,1.605,0.096,MFG_001
SKU_00196,Medical_Devices,cold,202,35.38,C,False,True,False,0.565,1.211,MFG_009
SKU_00197,Western_Medicine,frozen,730,42.96,B,False,True,False,1.528,0.498,MFG_033
SKU_00198,Medical_Devices,ambient,428,9.31,C,True,False,False,1.64,1.054,MFG_082
SKU_00199,TCM,cold,365,30.11,C,False,True,False,1.621,1.054,MFG_033
SKU_00200,TCM,ambient,603,26.49,C,False,True,False,1.126,0.305,MFG_097
SKU_00201,Western_Medicine,frozen,729,40.67,C,False,True,False,1.931,0.513,MFG_063
SKU_00202,Health_Supplements,cold,142,1.52,C,False,True,False,0.082,0.355,MFG_026
SKU_00203,Medical_Devices,ambient,623,60.35,A,True,True,False,1.946,0.518,MFG_093
SKU_00204,Western_Medicine,cold,360,10.2,C,True,True,False,0.96,0.358,MFG_051
SKU_00205,TCM,ambient,391,60.88,B,False,False,False,0.294,1.001,MFG_022
SKU_00206,TCM,cool,539,49.83,C,False,True,False,0.629,0.465,MFG_092
SKU_00207,Western_Medicine,cool,371,32.19,A,True,True,False,0.299,0.968,MFG_032
SKU_00208,Western_Medicine,cool,730,10.3,C,False,False,False,0.907,0.399,MFG_093
SKU_00209,Western_Medicine,cold,223,3.62,C,True,True,False,1.293,1.119,MFG_095
SKU_00210,Western_Medicine,cool,730,23.71,C,False,False,False,0.204,0.919,MFG_021
SKU_00211,TCM,cool,730,27.99,C,True,True,False,0.956,1.277,MFG_049
SKU_00212,TCM,cool,611,5.56,C,False,True,False,1.501,0.687,MFG_047
SKU_00213,TCM,ambient,865,177.77,A,False,True,False,1.7,0.334,MFG_087
SKU_00214,Western_Medicine,ambient,824,8.63,C,True,False,False,0.621,1.373,MFG_054
SKU_00215,TCM,ambient,532,69.84,C,True,True,False,0.994,1.465,MFG_050
SKU_00216,TCM,frozen,674,104.84,C,False,True,False,1.401,0.697,MFG_001
SKU_00217,Western_Medicine,ambient,789,42.21,C,True,True,False,1.272,0.74,MFG_062
SKU_00218,Medical_Devices,ambient,778,4.13,C,True,False,True,0.233,0.793,MFG_023
SKU_00219,TCM,cool,642,6.38,C,False,True,False,0.169,0.153,MFG_051
SKU_00220,TCM,cool,243,1.99,C,False,True,False,0.218,0.515,MFG_016
SKU_00221,Western_Medicine,ambient,365,28.35,A,True,True,False,1.332,1.221,MFG_053
SKU_00222,TCM,cool,269,13.5,B,False,True,False,0.966,0.903,MFG_013
SKU_00223,TCM,ambient,1053,30.25,B,False,False,False,1.706,1.165,MFG_009
SKU_00224,TCM,cool,416,33.72,C,False,True,False,1.636,0.928,MFG_002
SKU_00225,TCM,ambient,367,87.68,C,False,True,False,1.414,1.26,MFG_033
SKU_00226,Western_Medicine,cool,730,164.59,C,False,False,False,0.984,0.646,MFG_061
SKU_00227,Health_Supplements,cool,730,50.81,C,True,True,False,1.479,0.336,MFG_030
SKU_00228,Western_Medicine,cold,301,47.62,C,False,True,False,0.3,0.198,MFG_087
SKU_00229,TCM,cold,365,5.66,B,False,True,False,0.706,1.095,MFG_076
SKU_00230,Western_Medicine,ambient,738,9.75,B,False,False,False,0.585,0.587,MFG_002
SKU_00231,Western_Medicine,cold,365,5.5,A,False,True,False,1.082,0.842,MFG_062
SKU_00232,Medical_Devices,ambient,627,27.95,C,True,True,False,0.635,1.036,MFG_030
SKU_00233,Western_Medicine,ambient,589,18.61,C,True,True,False,1.314,1.039,MFG_060
SKU_00234,Health_Supplements,ambient,365,11.62,C,False,True,False,0.306,0.338,MFG_032
SKU_00235,TCM,ambient,365,44.09,B,True,True,False,1.872,1.234,MFG_046
SKU_00236,Western_Medicine,ambient,474,8.62,C,True,True,False,0.427,0.676,MFG_075
SKU_00237,Western_Medicine,cold,365,6.4,B,True,True,False,1.371,0.149,MFG_003
SKU_00238,Medical_Devices,cool,603,42.95,C,False,False,False,1.516,0.806,MFG_027
SKU_00239,TCM,ambient,365,70.75,A,True,True,False,0.594,0.975,MFG_097
SKU_00240,Western_Medicine,cool,286,47.9,C,False,True,False,1.827,0.012,MFG_083
SKU_00241,TCM,ambient,908,24.37,B,False,False,False,1.96,0.292,MFG_009
SKU_00242,Medical_Devices,ambient,365,76.6,C,False,False,False,1.786,1.005,MFG_021
SKU_00243,TCM,cool,730,4.48,C,False,False,False,1.547,0.546,MFG_009
SKU_00244,TCM,cool,580,41.11,A,False,False,False,0.812,0.227,MFG_062
SKU_00245,Western_Medicine,cool,513,88.86,C,False,False,False,1.015,0.38,MFG_065
SKU_00246,TCM,ambient,478,47.43,C,True,True,False,1.014,0.363,MFG_005
SKU_00247,Western_Medicine,ambient,782,53.21,A,True,True,False,1.475,0.315,MFG_062
SKU_00248,TCM,ambient,824,3.05,B,True,False,False,1.407,0.166,MFG_053
SKU_00249,Medical_Devices,cold,334,7.97,C,False,True,False,0.335,0.069,MFG_001
SKU_00250,Medical_Devices,ambient,931,40.36,C,False,False,False,1.6,1.23,MFG_024
SKU_00251,Medical_Devices,cold,365,73.28,A,False,True,False,0.934,1.115,MFG_093
SKU_00252,Western_Medicine,cold,365,30.79,C,True,True,False,0.79,0.39,MFG_063
SKU_00253,Western_Medicine,cool,730,18.19,C,False,True,False,1.393,0.371,MFG_002
SKU_00254,Western_Medicine,ambient,365,138.6,C,False,False,False,1.064,0.62,MFG_087
SKU_00255,Medical_Devices,ambient,382,23.31,C,True,True,False,0.903,1.315,MFG_033
SKU_00256,TCM,cold,365,1.8,B,True,True,False,1.042,0.639,MFG_003
SKU_00257,Western_Medicine,ambient,545,9.15,A,False,False,False,0.969,0.23,MFG_006
SKU_00258,Medical_Devices,ambient,497,176.9,C,True,True,False,1.138,1.05,MFG_001
SKU_00259,Medical_Devices,ambient,718,8.03,C,False,False,False,0.626,1.326,MFG_015
SKU_00260,Medical_Devices,cold,365,33.61,C,True,True,False,1.501,1.088,MFG_093
SKU_00261,Health_Supplements,cool,380,16.62,B,False,True,False,0.59,0.026,MFG_093
SKU_00262,Western_Medicine,ambient,559,1.89,C,False,True,False,1.154,1.294,MFG_005
SKU_00263,Medical_Devices,ambient,657,64.06,C,True,False,False,0.878,0.407,MFG_060
SKU_00264,Medical_Devices,cold,140,7.26,C,False,True,False,0.439,1.075,MFG_055
SKU_00265,TCM,ambient,818,2.69,C,False,False,False,0.663,1.093,MFG_054
SKU_00266,Western_Medicine,cool,606,68.26,C,False,False,False,0.351,0.682,MFG_061
SKU_00267,Western_Medicine,ambient,742,20.44,C,False,True,True,1.887,1.104,MFG_027
SKU_00268,Western_Medicine,ambient,365,71.51,A,False,False,False,1.149,0.523,MFG_067
SKU_00269,Medical_Devices,ambient,487,1.53,C,False,True,False,0.53,1.115,MFG_087
SKU_00270,TCM,cool,361,49.85,C,False,False,False,1.559,0.095,MFG_026
SKU_00271,TCM,cold,178,23.02,C,False,True,False,1.489,0.034,MFG_060
SKU_00272,TCM,cool,296,3.76,B,False,False,True,1.47,1.168,MFG_029
SKU_00273,Medical_Devices,cool,587,13.67,B,False,True,False,0.057,0.137,MFG_032
SKU_00274,TCM,ambient,365,7.3,B,True,False,False,0.163,1.142,MFG_062
SKU_00275,Western_Medicine,cool,730,44.62,C,False,False,False,0.703,1.474,MFG_002
SKU_00276,TCM,cool,639,21.85,C,False,True,False,0.719,1.149,MFG_020
SKU_00277,Medical_Devices,ambient,713,70.23,A,False,True,False,1.713,0.057,MFG_002
SKU_00278,Medical_Devices,ambient,762,5.28,C,False,True,False,0.93,0.884,MFG_024
SKU_00279,TCM,ambient,1033,8.08,B,True,True,False,1.103,0.305,MFG_069
SKU_00280,Western_Medicine,cool,730,7.71,C,False,False,False,1.106,0.444,MFG_067
SKU_00281,Western_Medicine,ambient,365,157.31,A,False,True,False,1.154,0.622,MFG_033
SKU_00282,Western_Medicine,ambient,865,50.6,C,True,False,True,1.761,0.123,MFG_012
SKU_00283,Medical_Devices,ambient,365,4.7,B,False,True,False,1.234,1.159,MFG_076
SKU_00284,Western_Medicine,frozen,730,72.2,C,False,True,False,1.689,0.959,MFG_023
SKU_00285,TCM,ambient,365,7.08,C,False,True,False,0.044,1.346,MFG_032
SKU_00286,TCM,ambient,686,56.31,C,True,False,False,1.627,0.051,MFG_021
SKU_00287,Medical_Devices,frozen,730,9.76,C,False,True,False,1.58,1.191,MFG_028
SKU_00288,Health_Supplements,ambient,750,1.59,B,False,False,False,1.947,1.246,MFG_050
SKU_00289,Medical_Devices,cool,395,22.36,C,False,False,False,0.053,0.494,MFG_037
SKU_00290,Western_Medicine,ambient,505,24.68,C,False,True,False,0.667,0.905,MFG_054
SKU_00291,Health_Supplements,ambient,552,106.96,B,False,False,True,1.776,1.326,MFG_054
SKU_00292,Western_Medicine,ambient,507,9.35,B,True,False,False,1.417,0.559,MFG_083
SKU_00293,TCM,cool,730,16.57,B,True,False,False,1.002,0.143,MFG_042
SKU_00294,TCM,cool,730,2.39,B,True,True,False,1.0,0.844,MFG_067
SKU_00295,Medical_Devices,cool,730,87.23,B,True,True,False,0.394,1.377,MFG_098
SKU_00296,Health_Supplements,frozen,730,9.07,C,False,True,False,1.549,0.092,MFG_093
SKU_00297,Medical_Devices,ambient,565,17.82,C,True,True,False,1.812,0.461,MFG_072
SKU_00298,Medical_Devices,cool,361,25.09,C,False,False,False,1.647,1.123,MFG_026
SKU_00299,Western_Medicine,ambient,600,17.62,C,False,True,False,1.925,1.078,MFG_098
SKU_00300,Western_Medicine,cold,365,44.73,A,False,True,False,0.769,0.15,MFG_002
